#Digilent WaveForms Logger
#Device Name: Analog Discovery Studio
#Serial Number: SN:210415B1A0BE
#Date Time: 2026-09-09 14:05:12
#Sample rate: 20Hz
#Samples: 200
Time (s),Channel 1 (V)
0.000000,0.876915
0.050000,0.870708
0.100000,0.865880
0.150000,0.867309
0.200000,0.878598
0.250000,0.873471
0.300000,0.875988
0.350000,0.874354
0.400000,0.871299
0.450000,0.868944
0.500000,0.884676
0.550000,0.881779
0.600000,0.880224
0.650000,0.880423
0.700000,0.873525
0.750000,0.874163
0.800000,0.880380
0.850000,0.876899
0.900000,0.874660
0.950000,0.876379
1.000000,0.874323
1.050000,0.878675
1.100000,0.878564
1.150000,0.884780
1.200000,0.872327
1.250000,0.877696
1.300000,0.868472
1.350000,0.874796
1.400000,0.882527
1.450000,0.871040
1.500000,0.883818
1.550000,0.882873
1.600000,0.886660
1.650000,0.872492
1.700000,0.890819
1.750000,0.872765
1.800000,0.878205
1.850000,0.875499
1.900000,0.876031
1.950000,0.875066
2.000000,0.884973
2.050000,0.872229
2.100000,0.880091
2.150000,0.875391
2.200000,0.880500
2.250000,0.872104
2.300000,0.879009
2.350000,0.873018
2.400000,0.865755
2.450000,0.882692
2.500000,0.875936
2.550000,0.872874
2.600000,0.876610
2.650000,0.877267
2.700000,0.879608
2.750000,0.877141
2.800000,0.872164
2.850000,0.871881
2.900000,0.877317
2.950000,0.876840
3.000000,0.867102
3.050000,0.885056
3.100000,0.867451
3.150000,0.873426
3.200000,0.871590
3.250000,0.886369
3.300000,0.883622
3.350000,0.878874
3.400000,0.879200
3.450000,0.875418
3.500000,0.872341
3.550000,0.870125
3.600000,0.884002
3.650000,0.879731
3.700000,0.880088
3.750000,0.866189
3.800000,0.880782
3.850000,0.869972
3.900000,0.882235
3.950000,0.880014
4.000000,0.873447
4.050000,0.880268
4.100000,0.877393
4.150000,0.866604
4.200000,0.880900
4.250000,0.873217
4.300000,0.883558
4.350000,0.872936
4.400000,0.867579
4.450000,0.886538
4.500000,0.876872
4.550000,0.872441
4.600000,0.873856
4.650000,0.879707
4.700000,0.876528
4.750000,0.880461
4.800000,0.876927
4.850000,0.884089
4.900000,0.878532
4.950000,0.875519
5.000000,0.882240
5.050000,0.881848
5.100000,0.867719
5.150000,0.878840
5.200000,0.875508
5.250000,0.869843
5.300000,0.883199
5.350000,0.876595
5.400000,0.875345
5.450000,0.877544
5.500000,0.876701
5.550000,0.871273
5.600000,0.873727
5.650000,0.877412
5.700000,0.871519
5.750000,0.876981
5.800000,0.872918
5.850000,0.879443
5.900000,0.883144
5.950000,0.877438
6.000000,0.868487
6.050000,0.882713
6.100000,0.881463
6.150000,0.869649
6.200000,0.885569
6.250000,0.874939
6.300000,0.875279
6.350000,0.890850
6.400000,0.876725
6.450000,0.879810
6.500000,0.877197
6.550000,0.880332
6.600000,0.869352
6.650000,0.870914
6.700000,0.873319
6.750000,0.872086
6.800000,0.866342
6.850000,0.870831
6.900000,0.875099
6.950000,0.884136
7.000000,0.872616
7.050000,0.877204
7.100000,0.871923
7.150000,0.879842
7.200000,0.862515
7.250000,0.881828
7.300000,0.872456
7.350000,0.884175
7.400000,0.884896
7.450000,0.881177
7.500000,0.883113
7.550000,0.881588
7.600000,0.881508
7.650000,0.876570
7.700000,0.877791
7.750000,0.875775
7.800000,0.875075
7.850000,0.874370
7.900000,0.874279
7.950000,0.872639
8.000000,0.881131
8.050000,0.869143
8.100000,0.885019
8.150000,0.871565
8.200000,0.880324
8.250000,0.872322
8.300000,0.879928
8.350000,0.877604
8.400000,0.872399
8.450000,0.866456
8.500000,0.874460
8.550000,0.878711
8.600000,0.876832
8.650000,0.875245
8.700000,0.870830
8.750000,0.873005
8.800000,0.882611
8.850000,0.876157
8.900000,0.870356
8.950000,0.870964
9.000000,0.881590
9.050000,0.882347
9.100000,0.876509
9.150000,0.877323
9.200000,0.878120
9.250000,0.884056
9.300000,0.886389
9.350000,0.866967
9.400000,0.873211
9.450000,0.875085
9.500000,0.879823
9.550000,0.872845
9.600000,0.881428
9.650000,0.880043
9.700000,0.875406
9.750000,0.881513
9.800000,0.880817
9.850000,0.870140
9.900000,0.887582
9.950000,0.879627
