#Digilent WaveForms Logger
#Device Name: Analog Discovery Studio
#Serial Number: SN:210415B1A0BE
#Date Time: 2026-09-09 14:05:12
#Sample rate: 20Hz
#Samples: 200
Time (s),Channel 1 (V)
0.000000,0.657255
0.050000,0.663461
0.100000,0.664524
0.150000,0.652865
0.200000,0.651399
0.250000,0.660540
0.300000,0.668727
0.350000,0.660665
0.400000,0.662199
0.450000,0.655166
0.500000,0.653087
0.550000,0.652972
0.600000,0.647109
0.650000,0.651976
0.700000,0.652697
0.750000,0.661224
0.800000,0.646455
0.850000,0.660339
0.900000,0.674606
0.950000,0.655180
1.000000,0.656610
1.050000,0.647100
1.100000,0.668026
1.150000,0.662646
1.200000,0.655990
1.250000,0.646742
1.300000,0.658180
1.350000,0.668921
1.400000,0.649386
1.450000,0.666194
1.500000,0.653433
1.550000,0.655873
1.600000,0.656226
1.650000,0.655276
1.700000,0.655267
1.750000,0.659513
1.800000,0.650202
1.850000,0.656432
1.900000,0.650773
1.950000,0.660680
2.000000,0.650862
2.050000,0.657661
2.100000,0.659190
2.150000,0.647640
2.200000,0.660301
2.250000,0.658081
2.300000,0.651049
2.350000,0.667717
2.400000,0.656604
2.450000,0.657384
2.500000,0.667258
2.550000,0.662507
2.600000,0.657160
2.650000,0.660273
2.700000,0.661153
2.750000,0.655360
2.800000,0.663772
2.850000,0.649943
2.900000,0.660420
2.950000,0.665907
3.000000,0.663456
3.050000,0.666400
3.100000,0.662237
3.150000,0.662691
3.200000,0.663039
3.250000,0.654499
3.300000,0.650441
3.350000,0.654575
3.400000,0.664373
3.450000,0.662639
3.500000,0.658158
3.550000,0.646860
3.600000,0.658308
3.650000,0.657927
3.700000,0.656319
3.750000,0.650796
3.800000,0.669463
3.850000,0.656624
3.900000,0.657990
3.950000,0.655991
4.000000,0.654643
4.050000,0.654778
4.100000,0.659967
4.150000,0.659281
4.200000,0.654474
4.250000,0.655021
4.300000,0.659528
4.350000,0.661323
4.400000,0.652922
4.450000,0.659813
4.500000,0.661834
4.550000,0.654595
4.600000,0.657102
4.650000,0.645145
4.700000,0.662957
4.750000,0.650574
4.800000,0.663039
4.850000,0.659355
4.900000,0.647964
4.950000,0.652709
5.000000,0.646795
5.050000,0.656558
5.100000,0.654290
5.150000,0.656975
5.200000,0.653740
5.250000,0.659642
5.300000,0.644420
5.350000,0.656262
5.400000,0.662906
5.450000,0.657310
5.500000,0.662761
5.550000,0.659150
5.600000,0.666782
5.650000,0.666213
5.700000,0.665471
5.750000,0.656451
5.800000,0.658602
5.850000,0.657948
5.900000,0.655176
5.950000,0.660050
6.000000,0.657118
6.050000,0.655652
6.100000,0.652379
6.150000,0.661876
6.200000,0.653941
6.250000,0.654846
6.300000,0.656453
6.350000,0.665677
6.400000,0.659127
6.450000,0.671791
6.500000,0.662072
6.550000,0.664702
6.600000,0.656294
6.650000,0.644132
6.700000,0.669959
6.750000,0.657187
6.800000,0.655309
6.850000,0.656896
6.900000,0.660377
6.950000,0.656578
7.000000,0.658278
7.050000,0.651242
7.100000,0.654819
7.150000,0.658963
7.200000,0.656002
7.250000,0.663839
7.300000,0.660533
7.350000,0.656432
7.400000,0.659720
7.450000,0.656811
7.500000,0.657906
7.550000,0.655662
7.600000,0.659058
7.650000,0.659809
7.700000,0.660951
7.750000,0.654397
7.800000,0.663018
7.850000,0.670589
7.900000,0.655206
7.950000,0.660703
8.000000,0.655813
8.050000,0.662286
8.100000,0.657811
8.150000,0.658252
8.200000,0.652379
8.250000,0.659129
8.300000,0.668377
8.350000,0.658674
8.400000,0.657144
8.450000,0.654007
8.500000,0.652021
8.550000,0.658814
8.600000,0.650324
8.650000,0.665642
8.700000,0.664580
8.750000,0.658513
8.800000,0.651794
8.850000,0.646509
8.900000,0.662263
8.950000,0.669186
9.000000,0.653344
9.050000,0.653108
9.100000,0.658828
9.150000,0.665352
9.200000,0.669761
9.250000,0.654555
9.300000,0.656778
9.350000,0.653994
9.400000,0.657768
9.450000,0.664647
9.500000,0.657544
9.550000,0.661828
9.600000,0.655918
9.650000,0.665224
9.700000,0.664014
9.750000,0.659301
9.800000,0.652774
9.850000,0.670145
9.900000,0.651245
9.950000,0.666113
