#Digilent WaveForms Logger
#Device Name: Analog Discovery Studio
#Serial Number: SN:210415B1A0BE
#Date Time: 2026-09-09 14:05:12
#Sample rate: 20Hz
#Samples: 200
Time (s),Channel 1 (V)
0.000000,1.515885
0.050000,1.508029
0.100000,1.517338
0.150000,1.513427
0.200000,1.514252
0.250000,1.524020
0.300000,1.517238
0.350000,1.503172
0.400000,1.527576
0.450000,1.521842
0.500000,1.516379
0.550000,1.520500
0.600000,1.520656
0.650000,1.520069
0.700000,1.496527
0.750000,1.510543
0.800000,1.510001
0.850000,1.513372
0.900000,1.516819
0.950000,1.522253
1.000000,1.514991
1.050000,1.518106
1.100000,1.519330
1.150000,1.511109
1.200000,1.511500
1.250000,1.506057
1.300000,1.523258
1.350000,1.522848
1.400000,1.515462
1.450000,1.511260
1.500000,1.522349
1.550000,1.509669
1.600000,1.506448
1.650000,1.514216
1.700000,1.521656
1.750000,1.526795
1.800000,1.516843
1.850000,1.515449
1.900000,1.519774
1.950000,1.508938
2.000000,1.511876
2.050000,1.517910
2.100000,1.517701
2.150000,1.501632
2.200000,1.514465
2.250000,1.513489
2.300000,1.510620
2.350000,1.512891
2.400000,1.513079
2.450000,1.518422
2.500000,1.511769
2.550000,1.510755
2.600000,1.517553
2.650000,1.513146
2.700000,1.514714
2.750000,1.509587
2.800000,1.509037
2.850000,1.515718
2.900000,1.513594
2.950000,1.506061
3.000000,1.518150
3.050000,1.512897
3.100000,1.503505
3.150000,1.513086
3.200000,1.510555
3.250000,1.514476
3.300000,1.516231
3.350000,1.506298
3.400000,1.513356
3.450000,1.515817
3.500000,1.500775
3.550000,1.511422
3.600000,1.516238
3.650000,1.517167
3.700000,1.514206
3.750000,1.508332
3.800000,1.508984
3.850000,1.500575
3.900000,1.514535
3.950000,1.520611
4.000000,1.502666
4.050000,1.523297
4.100000,1.516755
4.150000,1.517078
4.200000,1.517958
4.250000,1.505447
4.300000,1.519987
4.350000,1.507358
4.400000,1.518187
4.450000,1.516244
4.500000,1.519991
4.550000,1.515831
4.600000,1.516467
4.650000,1.521451
4.700000,1.502666
4.750000,1.511589
4.800000,1.518037
4.850000,1.525200
4.900000,1.515597
4.950000,1.513289
5.000000,1.502211
5.050000,1.510811
5.100000,1.514014
5.150000,1.510495
5.200000,1.528865
5.250000,1.519617
5.300000,1.508764
5.350000,1.511825
5.400000,1.512776
5.450000,1.517697
5.500000,1.504914
5.550000,1.510565
5.600000,1.520269
5.650000,1.517699
5.700000,1.524667
5.750000,1.522263
5.800000,1.511333
5.850000,1.513276
5.900000,1.508929
5.950000,1.521321
6.000000,1.511834
6.050000,1.507278
6.100000,1.509700
6.150000,1.510097
6.200000,1.515670
6.250000,1.507825
6.300000,1.512034
6.350000,1.514063
6.400000,1.518660
6.450000,1.513181
6.500000,1.518591
6.550000,1.518106
6.600000,1.518305
6.650000,1.509310
6.700000,1.507173
6.750000,1.520060
6.800000,1.509551
6.850000,1.512254
6.900000,1.513724
6.950000,1.504812
7.000000,1.526167
7.050000,1.517168
7.100000,1.518978
7.150000,1.528762
7.200000,1.518979
7.250000,1.514674
7.300000,1.515507
7.350000,1.524419
7.400000,1.514222
7.450000,1.507821
7.500000,1.510818
7.550000,1.526118
7.600000,1.512242
7.650000,1.521537
7.700000,1.513233
7.750000,1.514932
7.800000,1.516424
7.850000,1.505022
7.900000,1.523665
7.950000,1.504253
8.000000,1.511687
8.050000,1.506221
8.100000,1.510666
8.150000,1.529090
8.200000,1.522372
8.250000,1.520506
8.300000,1.515006
8.350000,1.505816
8.400000,1.499742
8.450000,1.523302
8.500000,1.510806
8.550000,1.521361
8.600000,1.519242
8.650000,1.508900
8.700000,1.505836
8.750000,1.518504
8.800000,1.512362
8.850000,1.515976
8.900000,1.514880
8.950000,1.504759
9.000000,1.515083
9.050000,1.514293
9.100000,1.513397
9.150000,1.517329
9.200000,1.523957
9.250000,1.504447
9.300000,1.520121
9.350000,1.517647
9.400000,1.509440
9.450000,1.514603
9.500000,1.519829
9.550000,1.512313
9.600000,1.520819
9.650000,1.521289
9.700000,1.508084
9.750000,1.520637
9.800000,1.524997
9.850000,1.513110
9.900000,1.524388
9.950000,1.513803
