#Digilent WaveForms Logger
#Device Name: Analog Discovery Studio
#Serial Number: SN:210415B1A0BE
#Date Time: 2026-09-09 14:05:12
#Sample rate: 20Hz
#Samples: 200
Time (s),Channel 1 (V)
0.000000,1.987624
0.050000,1.985621
0.100000,1.979822
0.150000,1.976595
0.200000,1.990004
0.250000,1.976493
0.300000,1.980472
0.350000,1.981441
0.400000,1.997983
0.450000,1.975953
0.500000,1.979430
0.550000,1.974497
0.600000,1.985433
0.650000,1.997182
0.700000,1.980541
0.750000,1.981737
0.800000,1.977057
0.850000,1.979865
0.900000,1.986719
0.950000,1.987022
1.000000,1.984258
1.050000,1.971084
1.100000,1.989716
1.150000,1.979112
1.200000,1.978319
1.250000,1.980935
1.300000,1.980460
1.350000,1.977324
1.400000,1.980508
1.450000,1.976446
1.500000,1.976091
1.550000,1.975787
1.600000,1.976409
1.650000,1.976260
1.700000,1.981208
1.750000,1.981656
1.800000,1.981963
1.850000,1.976882
1.900000,1.983744
1.950000,1.981123
2.000000,1.980825
2.050000,1.985011
2.100000,1.982688
2.150000,1.977935
2.200000,1.972882
2.250000,1.969718
2.300000,1.982933
2.350000,1.978122
2.400000,1.985897
2.450000,1.986954
2.500000,1.982356
2.550000,1.986170
2.600000,1.993263
2.650000,1.974770
2.700000,1.986701
2.750000,1.976818
2.800000,1.980910
2.850000,1.977425
2.900000,1.983955
2.950000,1.976833
3.000000,1.986630
3.050000,1.971409
3.100000,1.982011
3.150000,1.987303
3.200000,1.983141
3.250000,1.979699
3.300000,1.982287
3.350000,1.983981
3.400000,1.984193
3.450000,1.978785
3.500000,1.975047
3.550000,1.985883
3.600000,1.982802
3.650000,1.987539
3.700000,1.989117
3.750000,1.990239
3.800000,1.981898
3.850000,1.976959
3.900000,1.982178
3.950000,1.980875
4.000000,1.981945
4.050000,1.990020
4.100000,1.997496
4.150000,1.985932
4.200000,1.978075
4.250000,1.974815
4.300000,1.976085
4.350000,1.981412
4.400000,1.986463
4.450000,1.979162
4.500000,1.973718
4.550000,1.985687
4.600000,1.972063
4.650000,1.972605
4.700000,1.976486
4.750000,1.983257
4.800000,1.986885
4.850000,1.991440
4.900000,1.983498
4.950000,1.978433
5.000000,1.973589
5.050000,1.982252
5.100000,1.979798
5.150000,1.987161
5.200000,1.987913
5.250000,1.984434
5.300000,1.985113
5.350000,1.988059
5.400000,1.986010
5.450000,1.964288
5.500000,1.980546
5.550000,1.979602
5.600000,1.977734
5.650000,1.986448
5.700000,1.975106
5.750000,1.979153
5.800000,1.992427
5.850000,1.980607
5.900000,1.985861
5.950000,1.970510
6.000000,1.976693
6.050000,1.987362
6.100000,1.989555
6.150000,1.971893
6.200000,1.984948
6.250000,1.986221
6.300000,1.987299
6.350000,1.984888
6.400000,1.984195
6.450000,1.980566
6.500000,1.980075
6.550000,1.975010
6.600000,1.978567
6.650000,1.983053
6.700000,1.984105
6.750000,1.971412
6.800000,1.980936
6.850000,1.979543
6.900000,1.993670
6.950000,1.984941
7.000000,1.980085
7.050000,1.976825
7.100000,1.986446
7.150000,1.988199
7.200000,1.977846
7.250000,1.978859
7.300000,1.985872
7.350000,1.985655
7.400000,1.983182
7.450000,1.979447
7.500000,1.977089
7.550000,1.986767
7.600000,1.970791
7.650000,1.989682
7.700000,1.973968
7.750000,1.977056
7.800000,1.988817
7.850000,1.985988
7.900000,1.978353
7.950000,1.970776
8.000000,1.979953
8.050000,1.978384
8.100000,1.977731
8.150000,1.975499
8.200000,1.988215
8.250000,1.983971
8.300000,1.984847
8.350000,1.981486
8.400000,1.974966
8.450000,1.970194
8.500000,1.980289
8.550000,1.976249
8.600000,1.981981
8.650000,1.974075
8.700000,1.994614
8.750000,1.979514
8.800000,1.985843
8.850000,1.986117
8.900000,1.969000
8.950000,1.981623
9.000000,1.977946
9.050000,1.992169
9.100000,1.985374
9.150000,1.977789
9.200000,1.978432
9.250000,1.989158
9.300000,1.981989
9.350000,1.974048
9.400000,1.986830
9.450000,1.978863
9.500000,1.974849
9.550000,1.987554
9.600000,1.973129
9.650000,1.970603
9.700000,1.979478
9.750000,1.997812
9.800000,1.989724
9.850000,1.986243
9.900000,1.983873
9.950000,1.991348
