#Digilent WaveForms Logger
#Device Name: Analog Discovery Studio
#Serial Number: SN:210415B1A0BE
#Date Time: 2026-09-09 14:05:12
#Sample rate: 20Hz
#Samples: 200
Time (s),Channel 1 (V)
0.000000,2.220886
0.050000,2.218923
0.100000,2.235261
0.150000,2.217553
0.200000,2.227458
0.250000,2.221751
0.300000,2.229541
0.350000,2.224588
0.400000,2.230634
0.450000,2.234989
0.500000,2.228071
0.550000,2.232831
0.600000,2.221745
0.650000,2.228580
0.700000,2.228409
0.750000,2.222478
0.800000,2.224676
0.850000,2.222083
0.900000,2.222965
0.950000,2.227532
1.000000,2.229830
1.050000,2.230552
1.100000,2.231823
1.150000,2.227068
1.200000,2.232159
1.250000,2.228574
1.300000,2.221821
1.350000,2.219549
1.400000,2.225758
1.450000,2.223667
1.500000,2.227343
1.550000,2.226963
1.600000,2.222016
1.650000,2.227974
1.700000,2.228859
1.750000,2.219318
1.800000,2.230543
1.850000,2.228706
1.900000,2.227249
1.950000,2.227010
2.000000,2.224001
2.050000,2.232195
2.100000,2.220056
2.150000,2.235695
2.200000,2.229061
2.250000,2.225124
2.300000,2.226793
2.350000,2.225768
2.400000,2.228385
2.450000,2.235898
2.500000,2.223241
2.550000,2.226150
2.600000,2.230134
2.650000,2.219008
2.700000,2.228659
2.750000,2.230369
2.800000,2.224372
2.850000,2.230967
2.900000,2.227325
2.950000,2.221535
3.000000,2.241636
3.050000,2.216971
3.100000,2.226095
3.150000,2.235725
3.200000,2.217455
3.250000,2.228848
3.300000,2.224304
3.350000,2.230706
3.400000,2.240480
3.450000,2.244981
3.500000,2.230246
3.550000,2.220912
3.600000,2.236878
3.650000,2.235990
3.700000,2.226020
3.750000,2.226639
3.800000,2.224177
3.850000,2.230157
3.900000,2.231432
3.950000,2.226731
4.000000,2.231805
4.050000,2.229406
4.100000,2.231516
4.150000,2.223201
4.200000,2.226699
4.250000,2.233379
4.300000,2.221398
4.350000,2.231124
4.400000,2.228558
4.450000,2.224566
4.500000,2.229316
4.550000,2.224512
4.600000,2.225190
4.650000,2.234174
4.700000,2.232261
4.750000,2.224229
4.800000,2.235550
4.850000,2.219565
4.900000,2.225145
4.950000,2.235025
5.000000,2.234869
5.050000,2.228383
5.100000,2.217737
5.150000,2.227235
5.200000,2.224155
5.250000,2.223783
5.300000,2.219480
5.350000,2.220741
5.400000,2.223150
5.450000,2.228197
5.500000,2.226861
5.550000,2.233755
5.600000,2.230317
5.650000,2.231464
5.700000,2.222435
5.750000,2.221521
5.800000,2.224351
5.850000,2.215093
5.900000,2.234883
5.950000,2.220884
6.000000,2.230507
6.050000,2.223071
6.100000,2.229740
6.150000,2.231097
6.200000,2.225635
6.250000,2.232113
6.300000,2.233151
6.350000,2.221385
6.400000,2.236318
6.450000,2.237961
6.500000,2.223190
6.550000,2.226665
6.600000,2.240361
6.650000,2.230575
6.700000,2.230076
6.750000,2.223956
6.800000,2.230435
6.850000,2.223846
6.900000,2.219081
6.950000,2.225576
7.000000,2.224674
7.050000,2.230837
7.100000,2.229451
7.150000,2.226294
7.200000,2.226086
7.250000,2.224168
7.300000,2.228283
7.350000,2.222498
7.400000,2.226013
7.450000,2.226619
7.500000,2.228332
7.550000,2.222876
7.600000,2.227396
7.650000,2.219203
7.700000,2.223415
7.750000,2.230490
7.800000,2.228461
7.850000,2.228705
7.900000,2.222799
7.950000,2.230282
8.000000,2.225426
8.050000,2.221524
8.100000,2.231580
8.150000,2.242121
8.200000,2.229622
8.250000,2.231156
8.300000,2.223307
8.350000,2.228877
8.400000,2.229033
8.450000,2.222354
8.500000,2.234294
8.550000,2.225049
8.600000,2.215360
8.650000,2.223801
8.700000,2.226385
8.750000,2.231760
8.800000,2.234483
8.850000,2.231156
8.900000,2.231312
8.950000,2.224441
9.000000,2.222456
9.050000,2.224102
9.100000,2.227593
9.150000,2.221412
9.200000,2.222661
9.250000,2.222626
9.300000,2.229163
9.350000,2.229880
9.400000,2.229601
9.450000,2.231814
9.500000,2.225678
9.550000,2.225061
9.600000,2.225071
9.650000,2.237697
9.700000,2.228218
9.750000,2.233193
9.800000,2.227742
9.850000,2.226908
9.900000,2.236838
9.950000,2.224844
