#Digilent WaveForms Logger
#Device Name: Analog Discovery Studio
#Serial Number: SN:210415B1A0BE
#Date Time: 2026-09-09 14:05:12
#Sample rate: 20Hz
#Samples: 200
Time (s),Channel 1 (V)
0.000000,1.769094
0.050000,1.768921
0.100000,1.755828
0.150000,1.770033
0.200000,1.757581
0.250000,1.767805
0.300000,1.765529
0.350000,1.768552
0.400000,1.766337
0.450000,1.756829
0.500000,1.764265
0.550000,1.758680
0.600000,1.761145
0.650000,1.759185
0.700000,1.755506
0.750000,1.763114
0.800000,1.750267
0.850000,1.758787
0.900000,1.763677
0.950000,1.753180
1.000000,1.763513
1.050000,1.762402
1.100000,1.757427
1.150000,1.760158
1.200000,1.763442
1.250000,1.757403
1.300000,1.766127
1.350000,1.758584
1.400000,1.760539
1.450000,1.764203
1.500000,1.762908
1.550000,1.770546
1.600000,1.751036
1.650000,1.767067
1.700000,1.757051
1.750000,1.754474
1.800000,1.754975
1.850000,1.765685
1.900000,1.766703
1.950000,1.758175
2.000000,1.759155
2.050000,1.757065
2.100000,1.774738
2.150000,1.768313
2.200000,1.761049
2.250000,1.760782
2.300000,1.758142
2.350000,1.757904
2.400000,1.765272
2.450000,1.762614
2.500000,1.761764
2.550000,1.757263
2.600000,1.759977
2.650000,1.766389
2.700000,1.764188
2.750000,1.748466
2.800000,1.758166
2.850000,1.758581
2.900000,1.774536
2.950000,1.753631
3.000000,1.758467
3.050000,1.759472
3.100000,1.763712
3.150000,1.764437
3.200000,1.762004
3.250000,1.767594
3.300000,1.767628
3.350000,1.750585
3.400000,1.755474
3.450000,1.757791
3.500000,1.753394
3.550000,1.766860
3.600000,1.764437
3.650000,1.765109
3.700000,1.768073
3.750000,1.763610
3.800000,1.756613
3.850000,1.768304
3.900000,1.753589
3.950000,1.761060
4.000000,1.764726
4.050000,1.770233
4.100000,1.767750
4.150000,1.764276
4.200000,1.769264
4.250000,1.742263
4.300000,1.763483
4.350000,1.767299
4.400000,1.765019
4.450000,1.757247
4.500000,1.771689
4.550000,1.754248
4.600000,1.757066
4.650000,1.761002
4.700000,1.764265
4.750000,1.753859
4.800000,1.763223
4.850000,1.758254
4.900000,1.759981
4.950000,1.759456
5.000000,1.762873
5.050000,1.759388
5.100000,1.762964
5.150000,1.757040
5.200000,1.765001
5.250000,1.764772
5.300000,1.761976
5.350000,1.767809
5.400000,1.762051
5.450000,1.769874
5.500000,1.767784
5.550000,1.764078
5.600000,1.761176
5.650000,1.754278
5.700000,1.765403
5.750000,1.750296
5.800000,1.758578
5.850000,1.759897
5.900000,1.754527
5.950000,1.766212
6.000000,1.761744
6.050000,1.760977
6.100000,1.760566
6.150000,1.758434
6.200000,1.760605
6.250000,1.753757
6.300000,1.762211
6.350000,1.757893
6.400000,1.754836
6.450000,1.764517
6.500000,1.750857
6.550000,1.762262
6.600000,1.765865
6.650000,1.759616
6.700000,1.763455
6.750000,1.763142
6.800000,1.749985
6.850000,1.756110
6.900000,1.777042
6.950000,1.769454
7.000000,1.767846
7.050000,1.759548
7.100000,1.766142
7.150000,1.759879
7.200000,1.758873
7.250000,1.762690
7.300000,1.758114
7.350000,1.749553
7.400000,1.768100
7.450000,1.761917
7.500000,1.761805
7.550000,1.754126
7.600000,1.749323
7.650000,1.769121
7.700000,1.759129
7.750000,1.761353
7.800000,1.757107
7.850000,1.761690
7.900000,1.761081
7.950000,1.762130
8.000000,1.755916
8.050000,1.757820
8.100000,1.774417
8.150000,1.754781
8.200000,1.767396
8.250000,1.766569
8.300000,1.745997
8.350000,1.758791
8.400000,1.765204
8.450000,1.766074
8.500000,1.763923
8.550000,1.750813
8.600000,1.761025
8.650000,1.749186
8.700000,1.754731
8.750000,1.764534
8.800000,1.749550
8.850000,1.764413
8.900000,1.762573
8.950000,1.755350
9.000000,1.771661
9.050000,1.762066
9.100000,1.769978
9.150000,1.765670
9.200000,1.771350
9.250000,1.772826
9.300000,1.757537
9.350000,1.759416
9.400000,1.756552
9.450000,1.754342
9.500000,1.760089
9.550000,1.759859
9.600000,1.756825
9.650000,1.765380
9.700000,1.770749
9.750000,1.765886
9.800000,1.760374
9.850000,1.759703
9.900000,1.757768
9.950000,1.758009
