# Time (s),Channel 1 (V)
0.000000000000000000e+00,6.335274019157403069e-01
1.000000000000000021e-03,6.774814763002391382e-01
2.000000000000000042e-03,1.786115497425921239e+00
3.000000000000000062e-03,3.314112504092383560e+00
4.000000000000000083e-03,4.371555691580820024e+00
5.000000000000000104e-03,4.322373918114225333e+00
6.000000000000000125e-03,3.213993016266002201e+00
7.000000000000000146e-03,1.681983862913635441e+00
8.000000000000000167e-03,6.332029816071212958e-01
8.999999999999999320e-03,6.683577271619238758e-01
1.000000000000000021e-02,1.786334091312292038e+00
1.099999999999999936e-02,3.314181847286144400e+00
1.200000000000000025e-02,4.366970258737883803e+00
1.299999999999999940e-02,4.328598816740329092e+00
1.400000000000000029e-02,3.215014525881815466e+00
1.499999999999999944e-02,1.684130782028889106e+00
1.600000000000000033e-02,6.357806969526362817e-01
1.700000000000000122e-02,6.740987583147998174e-01
1.799999999999999864e-02,1.786440463438486281e+00
1.899999999999999953e-02,3.314352768347113898e+00
2.000000000000000042e-02,4.368013598100828787e+00
2.100000000000000130e-02,4.323732235051482853e+00
2.199999999999999872e-02,3.215296432605999843e+00
2.299999999999999961e-02,1.682661133573303935e+00
2.400000000000000050e-02,6.321155401384277450e-01
2.500000000000000139e-02,6.743547030217886817e-01
2.599999999999999881e-02,1.791329535757167690e+00
2.699999999999999969e-02,3.317369312173788387e+00
2.800000000000000058e-02,4.366049455531411105e+00
2.900000000000000147e-02,4.325883749881104023e+00
2.999999999999999889e-02,3.221397966751573971e+00
3.099999999999999978e-02,1.684374849564419518e+00
3.200000000000000067e-02,6.339046317611528591e-01
3.300000000000000155e-02,6.762457117663782658e-01
3.400000000000000244e-02,1.785810263141682785e+00
3.500000000000000333e-02,3.318273964187791858e+00
3.599999999999999728e-02,4.371935585217779696e+00
3.699999999999999817e-02,4.325356851061828323e+00
3.799999999999999906e-02,3.218623709314295311e+00
3.899999999999999994e-02,1.686559510899846126e+00
4.000000000000000083e-02,6.343261420104051584e-01
4.100000000000000172e-02,6.720656721389918209e-01
4.200000000000000261e-02,1.784552457838590289e+00
4.299999999999999656e-02,3.314703843168789632e+00
4.399999999999999745e-02,4.369982458306298057e+00
4.499999999999999833e-02,4.321860736047591800e+00
4.599999999999999922e-02,3.211595122629669952e+00
4.700000000000000011e-02,1.686459628438067737e+00
4.800000000000000100e-02,6.325876694945653522e-01
4.900000000000000189e-02,6.728617091697044472e-01
5.000000000000000278e-02,1.790113259080357455e+00
5.099999999999999672e-02,3.321516382247061028e+00
5.199999999999999761e-02,4.370388367167744370e+00
5.299999999999999850e-02,4.326159793088510064e+00
5.399999999999999939e-02,3.212131050293174805e+00
5.500000000000000028e-02,1.677823087583238282e+00
5.600000000000000117e-02,6.348945854647509712e-01
5.700000000000000205e-02,6.773089756838253095e-01
5.800000000000000294e-02,1.785591509225611384e+00
5.899999999999999689e-02,3.315806763129879986e+00
5.999999999999999778e-02,4.366994281146909351e+00
6.099999999999999867e-02,4.324110332486223562e+00
6.199999999999999956e-02,3.215212294182565156e+00
6.300000000000000044e-02,1.681028292456809403e+00
6.400000000000000133e-02,6.294972684227501114e-01
6.500000000000000222e-02,6.718597345584553793e-01
6.600000000000000311e-02,1.786733620754573204e+00
6.700000000000000400e-02,3.320905247389145387e+00
6.800000000000000488e-02,4.365478038246447312e+00
6.900000000000000577e-02,4.330378753929267077e+00
7.000000000000000666e-02,3.214602392903157302e+00
7.099999999999999367e-02,1.683064174342582708e+00
7.199999999999999456e-02,6.300219445300492271e-01
7.299999999999999545e-02,6.753847646894635126e-01
7.399999999999999634e-02,1.786608564568577640e+00
7.499999999999999722e-02,3.316501855792544085e+00
7.599999999999999811e-02,4.375637194856708767e+00
7.699999999999999900e-02,4.324451717845303023e+00
7.799999999999999989e-02,3.212607320367116603e+00
7.900000000000000078e-02,1.679979367307041782e+00
8.000000000000000167e-02,6.280746532942361737e-01
8.100000000000000255e-02,6.796021464734893769e-01
8.200000000000000344e-02,1.783824169096102752e+00
8.300000000000000433e-02,3.313379338062582669e+00
8.400000000000000522e-02,4.365590162583709244e+00
8.500000000000000611e-02,4.320013588106220936e+00
8.599999999999999312e-02,3.214688097239649878e+00
8.699999999999999400e-02,1.681002771943909124e+00
8.799999999999999489e-02,6.378933348878124132e-01
8.899999999999999578e-02,6.699634538197357658e-01
8.999999999999999667e-02,1.784648621552423098e+00
9.099999999999999756e-02,3.315813312293453663e+00
9.199999999999999845e-02,4.372079693538402978e+00
9.299999999999999933e-02,4.328161384621006746e+00
9.400000000000000022e-02,3.213267065746696183e+00
9.500000000000000111e-02,1.682584965249171560e+00
9.600000000000000200e-02,6.344180696280492526e-01
9.700000000000000289e-02,6.800857356215126437e-01
9.800000000000000377e-02,1.785096233068377725e+00
9.900000000000000466e-02,3.315849605512878995e+00
1.000000000000000056e-01,4.367702170142860219e+00
1.010000000000000064e-01,4.325675189557578015e+00
1.019999999999999934e-01,3.210763585269578613e+00
1.029999999999999943e-01,1.683516443390024930e+00
1.039999999999999952e-01,6.283531577792960121e-01
1.049999999999999961e-01,6.803594622093425137e-01
1.059999999999999970e-01,1.786740121499263534e+00
1.069999999999999979e-01,3.318525582586881573e+00
1.079999999999999988e-01,4.369751835508186133e+00
1.089999999999999997e-01,4.326197505081744055e+00
1.100000000000000006e-01,3.209535534993092298e+00
1.110000000000000014e-01,1.680237022488155096e+00
1.120000000000000023e-01,6.293139833177893161e-01
1.130000000000000032e-01,6.742937824165391447e-01
1.140000000000000041e-01,1.789017438388159631e+00
1.150000000000000050e-01,3.314440557950756094e+00
1.160000000000000059e-01,4.371019447691311122e+00
1.170000000000000068e-01,4.322879860749234915e+00
1.179999999999999938e-01,3.216984192979016388e+00
1.189999999999999947e-01,1.679164579031536375e+00
1.199999999999999956e-01,6.358159536526750699e-01
1.209999999999999964e-01,6.745545854013093034e-01
1.219999999999999973e-01,1.787904396991034428e+00
1.229999999999999982e-01,3.317554030755154315e+00
1.239999999999999991e-01,4.364847070209970425e+00
1.250000000000000000e-01,4.326150251375641353e+00
1.260000000000000009e-01,3.213348034459954761e+00
1.270000000000000018e-01,1.684905533531207533e+00
1.280000000000000027e-01,6.362171166007530854e-01
1.290000000000000036e-01,6.752116150355303992e-01
1.300000000000000044e-01,1.786029699628805201e+00
1.310000000000000053e-01,3.316612776941622709e+00
1.320000000000000062e-01,4.366522959278476890e+00
1.330000000000000071e-01,4.324056690357139132e+00
1.340000000000000080e-01,3.216478869138225338e+00
1.350000000000000089e-01,1.684096302396709488e+00
1.360000000000000098e-01,6.330967141370357210e-01
1.370000000000000107e-01,6.771234517205770853e-01
1.380000000000000115e-01,1.784668928626420126e+00
1.390000000000000124e-01,3.319520404283914594e+00
1.400000000000000133e-01,4.362897567311231128e+00
1.409999999999999865e-01,4.324875745948270733e+00
1.419999999999999873e-01,3.216386326762038728e+00
1.429999999999999882e-01,1.679170215194282001e+00
1.439999999999999891e-01,6.315216577303873757e-01
1.449999999999999900e-01,6.749022056708622319e-01
1.459999999999999909e-01,1.785443885412408171e+00
1.469999999999999918e-01,3.318642573341803903e+00
1.479999999999999927e-01,4.369259352930676243e+00
1.489999999999999936e-01,4.325257652906065786e+00
1.499999999999999944e-01,3.216585233787130349e+00
1.509999999999999953e-01,1.678162394622031428e+00
1.519999999999999962e-01,6.340041290509251803e-01
1.529999999999999971e-01,6.759577055020528080e-01
1.539999999999999980e-01,1.787434266614442269e+00
1.549999999999999989e-01,3.319417877305130826e+00
1.559999999999999998e-01,4.365440213080221454e+00
1.570000000000000007e-01,4.321959742662451198e+00
1.580000000000000016e-01,3.212075852492676464e+00
1.590000000000000024e-01,1.691054791103768995e+00
1.600000000000000033e-01,6.310276260382940983e-01
1.610000000000000042e-01,6.740901043217012445e-01
1.620000000000000051e-01,1.786241214068511551e+00
1.630000000000000060e-01,3.313042363928731859e+00
1.640000000000000069e-01,4.370955206201215582e+00
1.650000000000000078e-01,4.326987289271334802e+00
1.660000000000000087e-01,3.216222564644963366e+00
1.670000000000000095e-01,1.690012886304504081e+00
