# Time (s),Channel 1 (V)
0.000000000000000000e+00,4.433986661881628599e+00
1.000000000000000021e-03,5.042732271004189970e-01
2.000000000000000042e-03,4.367270008825031802e+00
3.000000000000000062e-03,9.560814443051937062e-01
4.000000000000000083e-03,3.570076861916750666e+00
5.000000000000000104e-03,1.999999398041127030e+00
6.000000000000000125e-03,2.377957647479435721e+00
7.000000000000000146e-03,3.230124959773611693e+00
8.000000000000000167e-03,1.229428228592203798e+00
8.999999999999999320e-03,4.185796187102274857e+00
1.000000000000000021e-02,5.656886857803478108e-01
1.099999999999999936e-02,4.498506700546085924e+00
1.200000000000000025e-02,6.431835306063959923e-01
1.299999999999999940e-02,4.042606161249360675e+00
1.400000000000000029e-02,1.423472659684910324e+00
1.499999999999999944e-02,3.001863369955150684e+00
1.600000000000000033e-02,2.623668420998405360e+00
1.700000000000000122e-02,1.770553558314073683e+00
1.799999999999999864e-02,3.766994391230104267e+00
1.899999999999999953e-02,8.089869157208586792e-01
2.000000000000000042e-02,4.435448851582482810e+00
2.100000000000000130e-02,4.990556039794232790e-01
2.199999999999999872e-02,4.360674087586626335e+00
2.299999999999999961e-02,9.587701946813260712e-01
2.400000000000000050e-02,3.570194305863314987e+00
2.500000000000000139e-02,2.002021484776643767e+00
2.599999999999999881e-02,2.380867599682978231e+00
2.699999999999999969e-02,3.229559413268833001e+00
2.800000000000000058e-02,1.227537275912404358e+00
2.900000000000000147e-02,4.184326856820724139e+00
2.999999999999999889e-02,5.581667375485757088e-01
3.099999999999999978e-02,4.489615364017122801e+00
3.200000000000000067e-02,6.394786954297880799e-01
3.300000000000000155e-02,4.039984890208014434e+00
3.400000000000000244e-02,1.421064051364262060e+00
3.500000000000000333e-02,2.999868642867820956e+00
3.599999999999999728e-02,2.625853010840718316e+00
3.699999999999999817e-02,1.766112410817044731e+00
3.799999999999999906e-02,3.773376855683451048e+00
3.899999999999999994e-02,8.059505663675607945e-01
4.000000000000000083e-02,4.434456796857598526e+00
4.100000000000000172e-02,5.001632700604540238e-01
4.200000000000000261e-02,4.359818615761242633e+00
4.299999999999999656e-02,9.626302836862183909e-01
4.399999999999999745e-02,3.578729859344964570e+00
4.499999999999999833e-02,1.999944873462429884e+00
4.599999999999999922e-02,2.380760937406669608e+00
4.700000000000000011e-02,3.230743631903143953e+00
4.800000000000000100e-02,1.223697270866811904e+00
4.900000000000000189e-02,4.189445239431012880e+00
5.000000000000000278e-02,5.624800710916300073e-01
5.099999999999999672e-02,4.497631384230221130e+00
5.199999999999999761e-02,6.429953836350732477e-01
5.299999999999999850e-02,4.051905802320821870e+00
5.399999999999999939e-02,1.428188720578821291e+00
5.500000000000000028e-02,2.999434579919725952e+00
5.600000000000000117e-02,2.621329667766050253e+00
5.700000000000000205e-02,1.765273703785944059e+00
5.800000000000000294e-02,3.771815916806180002e+00
5.899999999999999689e-02,8.152419906924716075e-01
5.999999999999999778e-02,4.433708126211418410e+00
6.099999999999999867e-02,4.995578714703254319e-01
6.199999999999999956e-02,4.355836071566550061e+00
6.300000000000000044e-02,9.610511835251694945e-01
6.400000000000000133e-02,3.575374070072051769e+00
6.500000000000000222e-02,1.998255046555403425e+00
6.600000000000000311e-02,2.376564323295908832e+00
6.700000000000000400e-02,3.234399484631563126e+00
6.800000000000000488e-02,1.229035214037265789e+00
6.900000000000000577e-02,4.185982550823865722e+00
7.000000000000000666e-02,5.702244212244984567e-01
7.099999999999999367e-02,4.496541135637120767e+00
7.199999999999999456e-02,6.402721902173675872e-01
7.299999999999999545e-02,4.040276770706747733e+00
7.399999999999999634e-02,1.428076022060195127e+00
7.499999999999999722e-02,3.004915241945683935e+00
7.599999999999999811e-02,2.623642499838421127e+00
7.699999999999999900e-02,1.766238904724603875e+00
7.799999999999999989e-02,3.772265957832405814e+00
7.900000000000000078e-02,8.108262554356180374e-01
8.000000000000000167e-02,4.440211938722391949e+00
8.100000000000000255e-02,5.076825736422729829e-01
8.200000000000000344e-02,4.365145712122491695e+00
8.300000000000000433e-02,9.543981451875159783e-01
8.400000000000000522e-02,3.575377531568697531e+00
8.500000000000000611e-02,2.001154741534247439e+00
8.599999999999999312e-02,2.378002595158871468e+00
8.699999999999999400e-02,3.234215700705065810e+00
8.799999999999999489e-02,1.233592498182845665e+00
8.899999999999999578e-02,4.185129187499349257e+00
8.999999999999999667e-02,5.632810720748666622e-01
9.099999999999999756e-02,4.495031247729364132e+00
9.199999999999999845e-02,6.379976839836916103e-01
9.299999999999999933e-02,4.043812210988663836e+00
9.400000000000000022e-02,1.428499222038160044e+00
9.500000000000000111e-02,2.996322548649876349e+00
9.600000000000000200e-02,2.626668920067578572e+00
9.700000000000000289e-02,1.771733901144012302e+00
9.800000000000000377e-02,3.772239902696726599e+00
9.900000000000000466e-02,8.160496165554554926e-01
1.000000000000000056e-01,4.434054700077686206e+00
1.010000000000000064e-01,5.038296424396071505e-01
1.019999999999999934e-01,4.358791339500588613e+00
1.029999999999999943e-01,9.573178648647653333e-01
1.039999999999999952e-01,3.573129817086126092e+00
1.049999999999999961e-01,2.002290217672384021e+00
1.059999999999999970e-01,2.377552439594035505e+00
1.069999999999999979e-01,3.231807603498074055e+00
1.079999999999999988e-01,1.231085142128007570e+00
1.089999999999999997e-01,4.189908437481483894e+00
1.100000000000000006e-01,5.606659310140666985e-01
1.110000000000000014e-01,4.494749939879396194e+00
1.120000000000000023e-01,6.409391459190245666e-01
1.130000000000000032e-01,4.049162591768736164e+00
1.140000000000000041e-01,1.427686341805532333e+00
1.150000000000000050e-01,2.998557381097251895e+00
1.160000000000000059e-01,2.622964805101354990e+00
1.170000000000000068e-01,1.764547652740432238e+00
1.179999999999999938e-01,3.771495865991572050e+00
1.189999999999999947e-01,8.120995645638570126e-01
1.199999999999999956e-01,4.437353171742847380e+00
1.209999999999999964e-01,5.030890472312024020e-01
1.219999999999999973e-01,4.363550570242385795e+00
1.229999999999999982e-01,9.585857426752253385e-01
1.239999999999999991e-01,3.577456927174041290e+00
1.250000000000000000e-01,2.003769852546193775e+00
1.260000000000000009e-01,2.380853380694849086e+00
1.270000000000000018e-01,3.227816268095420327e+00
1.280000000000000027e-01,1.229954635089756776e+00
1.290000000000000036e-01,4.187574894713593565e+00
1.300000000000000044e-01,5.642693019220803574e-01
1.310000000000000053e-01,4.497698025701853730e+00
1.320000000000000062e-01,6.394686786062386830e-01
1.330000000000000071e-01,4.040604587597418806e+00
1.340000000000000080e-01,1.430497674005114073e+00
1.350000000000000089e-01,2.997853113278891701e+00
1.360000000000000098e-01,2.623945976909414668e+00
1.370000000000000107e-01,1.766747163554138744e+00
1.380000000000000115e-01,3.771714687337362815e+00
1.390000000000000124e-01,8.105893263858181541e-01
1.400000000000000133e-01,4.437416113972312282e+00
1.409999999999999865e-01,5.078076475514440302e-01
1.419999999999999873e-01,4.363071296403604471e+00
1.429999999999999882e-01,9.558864273933558309e-01
1.439999999999999891e-01,3.577317929146468067e+00
1.449999999999999900e-01,2.002810440478482779e+00
1.459999999999999909e-01,2.377131575137520159e+00
1.469999999999999918e-01,3.228437156648058970e+00
1.479999999999999927e-01,1.226844293818891263e+00
1.489999999999999936e-01,4.182452031654519509e+00
1.499999999999999944e-01,5.642868405399333875e-01
1.509999999999999953e-01,4.492083947629200935e+00
1.519999999999999962e-01,6.425853929861311542e-01
1.529999999999999971e-01,4.047346167395989625e+00
1.539999999999999980e-01,1.431773736528626273e+00
1.549999999999999989e-01,2.997206189828425238e+00
1.559999999999999998e-01,2.621345511525019489e+00
