# Time (s),Channel 1 (V)
0.000000000000000000e+00,1.909113020050783538e+00
1.000000000000000021e-03,3.139253041830796676e+00
2.000000000000000042e-03,4.129272799324949617e+00
3.000000000000000062e-03,4.500945209781660239e+00
4.000000000000000083e-03,4.108269243656470948e+00
5.000000000000000104e-03,3.095150352059132803e+00
6.000000000000000125e-03,1.859947610979762578e+00
7.000000000000000146e-03,8.656788124156711284e-01
8.000000000000000167e-03,4.975369227275484585e-01
8.999999999999999320e-03,8.942487277304740356e-01
1.000000000000000021e-02,1.900405163210132198e+00
1.099999999999999936e-02,3.138808250652402432e+00
1.200000000000000025e-02,4.129921406765723724e+00
1.299999999999999940e-02,4.501287374698033084e+00
1.400000000000000029e-02,4.097133295585599910e+00
1.499999999999999944e-02,3.094987391610183547e+00
1.600000000000000033e-02,1.866151547996458770e+00
1.700000000000000122e-02,8.656856285087316527e-01
1.799999999999999864e-02,4.992986213349771552e-01
1.899999999999999953e-02,8.913125931808585367e-01
2.000000000000000042e-02,1.910863873372301569e+00
2.100000000000000130e-02,3.144143556249669569e+00
2.199999999999999872e-02,4.131568194003179428e+00
2.299999999999999961e-02,4.494046276916901839e+00
2.400000000000000050e-02,4.102995954419947466e+00
2.500000000000000139e-02,3.099278454864699661e+00
2.599999999999999881e-02,1.853541225442766782e+00
2.699999999999999969e-02,8.711927569122321913e-01
2.800000000000000058e-02,4.977100741221052171e-01
2.900000000000000147e-02,8.956995059134527093e-01
2.999999999999999889e-02,1.904963633324177286e+00
3.099999999999999978e-02,3.140458384987211193e+00
3.200000000000000067e-02,4.131206856189786336e+00
3.300000000000000155e-02,4.500431714682581408e+00
3.400000000000000244e-02,4.099006791504076652e+00
3.500000000000000333e-02,3.093034116793225596e+00
3.599999999999999728e-02,1.854234959269436933e+00
3.699999999999999817e-02,8.684355148637856736e-01
3.799999999999999906e-02,4.964247072191456667e-01
3.899999999999999994e-02,8.965932752848688736e-01
4.000000000000000083e-02,1.906445960334393730e+00
4.100000000000000172e-02,3.136640661348142345e+00
4.200000000000000261e-02,4.133723434561155763e+00
4.299999999999999656e-02,4.499715484992836245e+00
4.399999999999999745e-02,4.099430468608413314e+00
4.499999999999999833e-02,3.098676346825567141e+00
4.599999999999999922e-02,1.857150131616819522e+00
4.700000000000000011e-02,8.667875966719765790e-01
4.800000000000000100e-02,5.046224217847564697e-01
4.900000000000000189e-02,8.990165131075430471e-01
5.000000000000000278e-02,1.905430799192032287e+00
5.099999999999999672e-02,3.142957086197389671e+00
5.199999999999999761e-02,4.134149511565884616e+00
5.299999999999999850e-02,4.498355110498221343e+00
5.399999999999999939e-02,4.105791776546267258e+00
5.500000000000000028e-02,3.089789342945862494e+00
5.600000000000000117e-02,1.859058360329326476e+00
5.700000000000000205e-02,8.710492118326730315e-01
