# Time (s),Channel 1 (V)
0.000000000000000000e+00,2.209846852507483916e+00
1.000000000000000021e-03,2.792135791365626840e+00
2.000000000000000042e-03,2.206881766020140745e+00
3.000000000000000062e-03,2.795433709236824882e+00
4.000000000000000083e-03,2.205344934940453694e+00
5.000000000000000104e-03,2.789872026178774611e+00
6.000000000000000125e-03,2.209293602466876116e+00
7.000000000000000146e-03,2.793732113777560144e+00
8.000000000000000167e-03,2.206062827685521643e+00
8.999999999999999320e-03,2.794578820145384057e+00
1.000000000000000021e-02,2.201579077549003394e+00
1.099999999999999936e-02,2.795908693633498476e+00
1.200000000000000025e-02,2.205808812144169906e+00
1.299999999999999940e-02,2.795135199494029443e+00
1.400000000000000029e-02,2.205086563426354562e+00
1.499999999999999944e-02,2.792213060352044085e+00
1.600000000000000033e-02,2.201172985080779299e+00
1.700000000000000122e-02,2.793755522603358354e+00
1.799999999999999864e-02,2.204857386682182785e+00
1.899999999999999953e-02,2.793953761712022477e+00
2.000000000000000042e-02,2.201747660230939374e+00
2.100000000000000130e-02,2.794801367958663629e+00
2.199999999999999872e-02,2.208805641523635011e+00
2.299999999999999961e-02,2.794812873864464198e+00
2.400000000000000050e-02,2.199014131890802304e+00
2.500000000000000139e-02,2.791302511013042498e+00
2.599999999999999881e-02,2.201964690693294369e+00
2.699999999999999969e-02,2.792600751169622253e+00
2.800000000000000058e-02,2.201840874170890583e+00
2.900000000000000147e-02,2.792395245382016000e+00
2.999999999999999889e-02,2.201434564427681817e+00
3.099999999999999978e-02,2.793831217356731678e+00
3.200000000000000067e-02,2.207014876394066238e+00
3.300000000000000155e-02,2.791718418756677700e+00
3.400000000000000244e-02,2.201338852827740222e+00
3.500000000000000333e-02,2.787641939209851927e+00
3.599999999999999728e-02,2.208802575169551030e+00
3.699999999999999817e-02,2.791407633141013367e+00
3.799999999999999906e-02,2.214182959374589643e+00
3.899999999999999994e-02,2.795684990702119510e+00
4.000000000000000083e-02,2.201377865229642072e+00
4.100000000000000172e-02,2.793702941178544119e+00
4.200000000000000261e-02,2.210469513411667641e+00
4.299999999999999656e-02,2.791486549923570593e+00
4.399999999999999745e-02,2.207339911122768061e+00
4.499999999999999833e-02,2.793586317866647128e+00
4.599999999999999922e-02,2.209863851210843944e+00
4.700000000000000011e-02,2.793085755905785117e+00
4.800000000000000100e-02,2.204636625002941219e+00
4.900000000000000189e-02,2.789949333557088185e+00
5.000000000000000278e-02,2.204353379479013331e+00
5.099999999999999672e-02,2.786520980656911561e+00
5.199999999999999761e-02,2.206493004512401157e+00
