# time_s,loadcell_V,current_V
0.000000,0.135701,2.571693
0.001000,0.132275,2.540157
0.002000,0.129482,2.596978
0.003000,0.129107,2.559581
0.004000,0.134743,2.599369
0.005000,0.130973,2.548154
0.006000,0.132700,2.586529
0.007000,0.128870,2.565337
0.008000,0.133306,2.569900
0.009000,0.128544,2.570511
0.010000,0.129696,2.551907
0.011000,0.128053,2.563776
0.012000,0.122571,2.548005
0.013000,0.130021,2.579617
0.014000,0.129919,2.561564
0.015000,0.128916,2.546990
0.016000,0.128004,2.543169
0.017000,0.126558,2.548821
0.018000,0.132862,2.548738
0.019000,0.132869,2.544877
0.020000,0.131658,2.571929
0.021000,0.128673,2.537226
0.022000,0.128700,2.555740
0.023000,0.127732,2.560175
0.024000,0.131772,2.557263
0.025000,0.128590,2.564135
0.026000,0.135311,2.564366
0.027000,0.130261,2.565383
0.028000,0.130184,2.562929
0.029000,0.126376,2.538157
0.030000,0.131296,2.561000
0.031000,0.130949,2.561149
0.032000,0.130212,2.558769
0.033000,0.125690,2.545061
0.034000,0.129839,2.561495
0.035000,0.126674,2.531651
0.036000,0.130757,2.594837
0.037000,0.126472,2.560943
0.038000,0.127258,2.560911
0.039000,0.134365,2.537925
0.040000,0.129900,2.568211
0.041000,0.132717,2.573460
0.042000,0.129569,2.553712
0.043000,0.126405,2.589726
0.044000,0.132392,2.589714
0.045000,0.132181,2.540052
0.046000,0.128665,2.561343
0.047000,0.130161,2.567544
0.048000,0.127765,2.557030
0.049000,0.131304,2.581271
0.050000,0.125442,2.582758
0.051000,0.132384,2.557932
0.052000,0.129170,2.572441
0.053000,0.135649,2.535145
0.054000,0.134326,2.563798
0.055000,0.131685,2.560468
0.056000,0.127085,2.562370
0.057000,0.126391,2.554595
0.058000,0.128191,2.564573
0.059000,0.131456,2.566157
0.060000,0.131368,2.563668
0.061000,0.128513,2.559410
0.062000,0.130957,2.550985
0.063000,0.122574,2.529360
0.064000,0.133041,2.564131
0.065000,0.125522,2.571016
0.066000,0.125540,2.560284
0.067000,0.131882,2.551718
0.068000,0.132857,2.581475
0.069000,0.122411,2.562779
0.070000,0.128355,2.576514
0.071000,0.126138,2.564807
0.072000,0.129784,2.567046
0.073000,0.130896,2.546445
0.074000,0.126241,2.567989
0.075000,0.128879,2.592459
0.076000,0.129677,2.536678
0.077000,0.127542,2.561613
0.078000,0.129308,2.581107
0.079000,0.134444,2.578341
0.080000,0.127056,2.582991
0.081000,0.123242,2.561692
0.082000,0.134347,2.583274
0.083000,0.127640,2.561616
0.084000,0.132839,2.574003
0.085000,0.127737,2.581847
0.086000,0.131112,2.557957
0.087000,0.121795,2.567004
0.088000,0.132826,2.558626
0.089000,0.129582,2.570712
0.090000,0.134983,2.554699
0.091000,0.131178,2.561508
0.092000,0.123849,2.566017
0.093000,0.130262,2.558060
0.094000,0.133132,2.594497
0.095000,0.126477,2.589491
0.096000,0.129130,2.573224
0.097000,0.127726,2.543772
0.098000,0.125403,2.600637
0.099000,0.129327,2.560036
0.100000,0.133999,2.558379
0.101000,0.124646,2.563079
0.102000,0.134859,2.565914
0.103000,0.128798,2.587508
0.104000,0.129661,2.576457
0.105000,0.133586,2.563622
0.106000,0.128472,2.592316
0.107000,0.130109,2.605949
0.108000,0.131975,2.595565
0.109000,0.132448,2.568319
0.110000,0.131635,2.593672
0.111000,0.129661,2.552453
0.112000,0.124565,2.571711
0.113000,0.128591,2.564392
0.114000,0.135045,2.537319
0.115000,0.128804,2.570226
0.116000,0.128338,2.553898
0.117000,0.128349,2.577134
0.118000,0.127008,2.567241
0.119000,0.126158,2.565645
0.120000,0.123990,2.574693
0.121000,0.130396,2.581687
0.122000,0.130650,2.579365
0.123000,0.129553,2.560374
0.124000,0.129541,2.558145
0.125000,0.130561,2.555164
0.126000,0.130687,2.525140
0.127000,0.126997,2.558592
0.128000,0.129797,2.552489
0.129000,0.130964,2.564036
0.130000,0.132617,2.604818
0.131000,0.132549,2.574249
0.132000,0.126606,2.559695
0.133000,0.131615,2.557477
0.134000,0.129630,2.573486
0.135000,0.130006,2.558178
0.136000,0.130829,2.565547
0.137000,0.133609,2.579199
0.138000,0.133190,2.585466
0.139000,0.134973,2.527945
0.140000,0.127009,2.573243
0.141000,0.133888,2.563288
0.142000,0.133077,2.550125
0.143000,0.126131,2.570100
0.144000,0.130067,2.560046
0.145000,0.126239,2.552112
0.146000,0.134727,2.572210
0.147000,0.131867,2.563478
0.148000,0.128140,2.542350
0.149000,0.130077,2.543282
0.150000,0.128657,2.575543
0.151000,0.129948,2.557138
0.152000,0.131432,2.559478
0.153000,0.134021,2.584988
0.154000,0.128097,2.551179
0.155000,0.129227,2.580848
0.156000,0.125117,2.539113
0.157000,0.124487,2.567702
0.158000,0.128380,2.569010
0.159000,0.136441,2.559881
0.160000,0.130812,2.564117
0.161000,0.129703,2.549683
0.162000,0.137755,2.588722
0.163000,0.125484,2.574641
0.164000,0.126625,2.510213
0.165000,0.131333,2.571769
0.166000,0.128073,2.559833
0.167000,0.128508,2.551762
0.168000,0.134523,2.568353
0.169000,0.128793,2.570060
0.170000,0.131786,2.573659
0.171000,0.134151,2.546982
0.172000,0.127153,2.556410
0.173000,0.133426,2.539242
0.174000,0.130122,2.543795
0.175000,0.125619,2.573683
0.176000,0.133326,2.541605
0.177000,0.126732,2.547992
0.178000,0.129858,2.585558
0.179000,0.127865,2.548292
0.180000,0.132147,2.586380
0.181000,0.128329,2.569369
0.182000,0.133395,2.568088
0.183000,0.125024,2.560827
0.184000,0.126269,2.571235
0.185000,0.132175,2.559618
0.186000,0.130973,2.578900
0.187000,0.124920,2.570921
0.188000,0.132938,2.587441
0.189000,0.129608,2.579179
0.190000,0.132146,2.542252
0.191000,0.129335,2.587813
0.192000,0.130770,2.564316
0.193000,0.128134,2.546484
0.194000,0.130806,2.555433
0.195000,0.134015,2.554401
0.196000,0.128688,2.569111
0.197000,0.133624,2.556430
0.198000,0.129491,2.590082
0.199000,0.130076,2.540915
0.200000,0.129924,2.570920
0.201000,0.127501,2.549820
0.202000,0.129516,2.573769
0.203000,0.131361,2.582184
0.204000,0.138039,2.564997
0.205000,0.129550,2.576213
0.206000,0.132104,2.578448
0.207000,0.130659,2.555111
0.208000,0.131077,2.571495
0.209000,0.128755,2.535074
0.210000,0.126358,2.549783
0.211000,0.132597,2.573934
0.212000,0.135459,2.563501
0.213000,0.130617,2.574880
0.214000,0.124479,2.560894
0.215000,0.128806,2.553425
0.216000,0.127841,2.560754
0.217000,0.128073,2.538975
0.218000,0.131924,2.546476
0.219000,0.129447,2.571559
0.220000,0.125969,2.566814
0.221000,0.128885,2.540446
0.222000,0.134902,2.555843
0.223000,0.129413,2.552500
0.224000,0.128549,2.561912
0.225000,0.126002,2.587165
0.226000,0.132560,2.568418
0.227000,0.129928,2.550786
0.228000,0.128697,2.561260
0.229000,0.131380,2.569334
0.230000,0.132045,2.545041
0.231000,0.129264,2.570380
0.232000,0.131290,2.588951
0.233000,0.132026,2.554523
0.234000,0.124802,2.570267
0.235000,0.132958,2.553877
0.236000,0.129847,2.573924
0.237000,0.129675,2.619554
0.238000,0.135330,2.560785
0.239000,0.132594,2.533300
0.240000,0.128805,2.553529
0.241000,0.135316,2.548852
0.242000,0.131624,2.570345
0.243000,0.126431,2.588238
0.244000,0.132467,2.579213
0.245000,0.135223,2.550890
0.246000,0.128862,2.554904
0.247000,0.130020,2.564574
0.248000,0.127914,2.576100
