# time_s,loadcell_V,current_V
0.000000,0.233927,2.818519
0.001000,0.234181,2.801510
0.002000,0.225109,2.781400
0.003000,0.237766,2.771675
0.004000,0.229796,2.799278
0.005000,0.235747,2.782730
0.006000,0.231186,2.800977
0.007000,0.236023,2.806848
0.008000,0.233753,2.774038
0.009000,0.234858,2.790259
0.010000,0.231057,2.793086
0.011000,0.228509,2.814830
0.012000,0.230794,2.793621
0.013000,0.228576,2.804076
0.014000,0.230453,2.802436
0.015000,0.234118,2.834464
0.016000,0.233033,2.809818
0.017000,0.231065,2.783551
0.018000,0.232763,2.803580
0.019000,0.230927,2.780057
0.020000,0.227370,2.799000
0.021000,0.234242,2.798097
0.022000,0.235830,2.797474
0.023000,0.231497,2.804296
0.024000,0.228051,2.792390
0.025000,0.233761,2.781794
0.026000,0.230889,2.802525
0.027000,0.233256,2.785672
0.028000,0.230965,2.804334
0.029000,0.227037,2.784453
0.030000,0.228967,2.817826
0.031000,0.230136,2.806246
0.032000,0.233313,2.814637
0.033000,0.234009,2.766085
0.034000,0.231556,2.789433
0.035000,0.233507,2.806357
0.036000,0.231097,2.808460
0.037000,0.232333,2.793543
0.038000,0.234826,2.796544
0.039000,0.227050,2.821898
0.040000,0.227100,2.814516
0.041000,0.229573,2.806731
0.042000,0.233965,2.808289
0.043000,0.230585,2.806149
0.044000,0.229718,2.801260
0.045000,0.229195,2.830201
0.046000,0.233182,2.831702
0.047000,0.234499,2.812834
0.048000,0.226649,2.817218
0.049000,0.223218,2.806589
0.050000,0.232111,2.810428
0.051000,0.233165,2.815714
0.052000,0.227526,2.810693
0.053000,0.227283,2.814491
0.054000,0.230346,2.814129
0.055000,0.237600,2.819723
0.056000,0.228433,2.815271
0.057000,0.227881,2.803789
0.058000,0.232498,2.821669
0.059000,0.227267,2.834825
0.060000,0.231966,2.816975
0.061000,0.228641,2.802338
0.062000,0.228779,2.797456
0.063000,0.231548,2.809737
0.064000,0.228630,2.799910
0.065000,0.226740,2.805665
0.066000,0.227924,2.849792
0.067000,0.228101,2.807512
0.068000,0.227685,2.827101
0.069000,0.229636,2.849703
0.070000,0.230070,2.835063
0.071000,0.232786,2.809780
0.072000,0.232505,2.805666
0.073000,0.227917,2.835117
0.074000,0.227629,2.804413
0.075000,0.229004,2.809200
0.076000,0.231525,2.839569
0.077000,0.229474,2.799051
0.078000,0.230231,2.806517
0.079000,0.233480,2.832431
0.080000,0.229938,2.827725
0.081000,0.236453,2.824370
0.082000,0.226557,2.799226
0.083000,0.223144,2.831677
0.084000,0.235514,2.810016
0.085000,0.225523,2.839723
0.086000,0.230174,2.794190
0.087000,0.226314,2.813958
0.088000,0.224847,2.836049
0.089000,0.228297,2.810930
0.090000,0.227756,2.824383
0.091000,0.228475,2.823402
0.092000,0.227229,2.814301
0.093000,0.232723,2.808611
0.094000,0.225704,2.794826
0.095000,0.231065,2.835142
0.096000,0.227051,2.833985
0.097000,0.232543,2.820284
0.098000,0.227222,2.800496
0.099000,0.229474,2.816355
0.100000,0.231392,2.826292
0.101000,0.225357,2.824404
0.102000,0.238414,2.823473
0.103000,0.229236,2.831089
0.104000,0.230747,2.795080
0.105000,0.226098,2.817119
0.106000,0.233406,2.828715
0.107000,0.223405,2.825504
0.108000,0.225479,2.817669
0.109000,0.231263,2.827293
0.110000,0.228236,2.813654
0.111000,0.228383,2.820794
0.112000,0.227084,2.836466
0.113000,0.227397,2.804736
0.114000,0.231466,2.823983
0.115000,0.226802,2.816033
0.116000,0.230896,2.818657
0.117000,0.231780,2.785630
0.118000,0.225575,2.832578
0.119000,0.232903,2.830640
0.120000,0.223220,2.822358
0.121000,0.231270,2.807564
0.122000,0.233272,2.795345
0.123000,0.223465,2.818050
0.124000,0.228703,2.810864
0.125000,0.232877,2.810395
0.126000,0.223936,2.799571
0.127000,0.230656,2.811892
0.128000,0.225497,2.798721
0.129000,0.227613,2.833413
0.130000,0.225860,2.821062
0.131000,0.226492,2.819556
0.132000,0.226465,2.814075
0.133000,0.228999,2.815161
0.134000,0.231651,2.804816
0.135000,0.226457,2.814450
0.136000,0.232311,2.805758
0.137000,0.229889,2.830586
0.138000,0.228338,2.807564
0.139000,0.228964,2.810543
0.140000,0.231312,2.806948
0.141000,0.227126,2.801779
0.142000,0.223464,2.819560
0.143000,0.229470,2.805286
0.144000,0.228452,2.819831
0.145000,0.228137,2.805175
0.146000,0.225579,2.787258
0.147000,0.227988,2.828336
0.148000,0.234138,2.848171
0.149000,0.234100,2.816443
0.150000,0.229228,2.833557
0.151000,0.224766,2.829237
0.152000,0.226281,2.828488
0.153000,0.232046,2.809560
0.154000,0.226752,2.833177
0.155000,0.222895,2.814567
0.156000,0.233898,2.822975
0.157000,0.227995,2.772235
0.158000,0.229559,2.835057
0.159000,0.230675,2.831676
0.160000,0.227350,2.824982
0.161000,0.228120,2.803428
0.162000,0.224603,2.843112
0.163000,0.231350,2.798254
0.164000,0.226283,2.798467
0.165000,0.223635,2.835627
0.166000,0.234259,2.794097
0.167000,0.230291,2.816066
0.168000,0.230293,2.810230
0.169000,0.225587,2.854975
0.170000,0.224289,2.812368
0.171000,0.227283,2.824391
0.172000,0.221690,2.818913
0.173000,0.225006,2.803765
0.174000,0.238570,2.830344
0.175000,0.223919,2.824124
0.176000,0.232536,2.824359
0.177000,0.233952,2.823008
0.178000,0.227312,2.795464
0.179000,0.230229,2.828494
0.180000,0.234921,2.799858
0.181000,0.226283,2.829006
0.182000,0.226601,2.815467
0.183000,0.231908,2.809966
0.184000,0.228181,2.837768
0.185000,0.232351,2.815976
0.186000,0.234692,2.826171
0.187000,0.230251,2.807550
0.188000,0.229528,2.800027
0.189000,0.227447,2.803548
0.190000,0.229665,2.813299
0.191000,0.225334,2.828907
0.192000,0.224523,2.780419
0.193000,0.235047,2.806416
0.194000,0.227616,2.853431
0.195000,0.231196,2.818613
0.196000,0.231068,2.850132
0.197000,0.231767,2.852144
0.198000,0.230787,2.793024
0.199000,0.225547,2.848209
0.200000,0.228504,2.838246
