# time_s,loadcell_V,current_V
0.000000,0.235796,2.785895
0.001000,0.237724,2.768197
0.002000,0.232694,2.764483
0.003000,0.232110,2.836177
0.004000,0.232484,2.781907
0.005000,0.231171,2.795697
0.006000,0.231861,2.819949
0.007000,0.234575,2.795291
0.008000,0.235378,2.763590
0.009000,0.237023,2.810411
0.010000,0.227549,2.801626
0.011000,0.235537,2.811191
0.012000,0.234528,2.786592
0.013000,0.228965,2.813400
0.014000,0.232587,2.813430
0.015000,0.232172,2.820535
0.016000,0.230648,2.805580
0.017000,0.224571,2.817806
0.018000,0.231728,2.828967
0.019000,0.230957,2.818833
0.020000,0.229600,2.799102
0.021000,0.229939,2.819273
0.022000,0.231524,2.784833
0.023000,0.234788,2.791885
0.024000,0.230037,2.803912
0.025000,0.232381,2.836882
0.026000,0.228571,2.785215
0.027000,0.231978,2.788308
0.028000,0.230074,2.798083
0.029000,0.234924,2.814175
0.030000,0.229060,2.830626
0.031000,0.236084,2.813146
0.032000,0.234561,2.820041
0.033000,0.231476,2.786236
0.034000,0.229445,2.815127
0.035000,0.228143,2.788310
0.036000,0.236208,2.797044
0.037000,0.231815,2.830849
0.038000,0.236296,2.845089
0.039000,0.230020,2.803622
0.040000,0.232237,2.815688
0.041000,0.229352,2.840243
0.042000,0.228607,2.818926
0.043000,0.236131,2.807101
0.044000,0.230207,2.799771
0.045000,0.229943,2.817600
0.046000,0.236702,2.802575
0.047000,0.225809,2.802584
0.048000,0.230616,2.813121
0.049000,0.237099,2.795909
0.050000,0.229600,2.823196
0.051000,0.228027,2.828277
0.052000,0.236873,2.781036
0.053000,0.230476,2.799193
0.054000,0.229971,2.828695
0.055000,0.231589,2.806770
0.056000,0.237513,2.823813
0.057000,0.230477,2.822563
0.058000,0.235102,2.840229
0.059000,0.232089,2.823175
0.060000,0.231808,2.801484
0.061000,0.234074,2.783969
0.062000,0.234252,2.814036
0.063000,0.227494,2.824059
0.064000,0.234922,2.814925
0.065000,0.230346,2.786330
0.066000,0.230037,2.796062
0.067000,0.232572,2.805043
0.068000,0.231750,2.801550
0.069000,0.234746,2.822986
0.070000,0.233478,2.826056
0.071000,0.229861,2.829610
0.072000,0.231507,2.833821
0.073000,0.232510,2.796687
0.074000,0.234062,2.852151
0.075000,0.234992,2.799366
0.076000,0.230247,2.812502
0.077000,0.233536,2.826533
0.078000,0.230541,2.820700
0.079000,0.229595,2.799873
0.080000,0.229905,2.820007
0.081000,0.228619,2.810724
0.082000,0.234487,2.800611
0.083000,0.228640,2.807439
0.084000,0.229407,2.833402
0.085000,0.231953,2.826300
0.086000,0.225743,2.831109
0.087000,0.230319,2.819896
0.088000,0.228806,2.819017
0.089000,0.230158,2.822840
0.090000,0.231507,2.842055
0.091000,0.229623,2.827122
0.092000,0.232411,2.820622
0.093000,0.229771,2.786727
0.094000,0.228156,2.823715
0.095000,0.230159,2.826115
0.096000,0.232963,2.813441
0.097000,0.229392,2.807440
0.098000,0.226383,2.816265
0.099000,0.228713,2.804401
0.100000,0.227307,2.796406
0.101000,0.228288,2.825176
0.102000,0.230571,2.807943
0.103000,0.228368,2.814138
0.104000,0.227011,2.800591
0.105000,0.232498,2.804046
0.106000,0.233871,2.824252
0.107000,0.231184,2.827283
0.108000,0.228831,2.814659
0.109000,0.231616,2.817764
0.110000,0.232752,2.831223
0.111000,0.223696,2.817079
0.112000,0.231990,2.827848
0.113000,0.234507,2.824457
