# time_s,loadcell_V,current_V
0.000000,0.124612,2.558102
0.001000,0.128023,2.513421
0.002000,0.129109,2.543389
0.003000,0.130713,2.544622
0.004000,0.127506,2.571880
0.005000,0.129182,2.584925
0.006000,0.123846,2.556161
0.007000,0.126216,2.538858
0.008000,0.124630,2.529245
0.009000,0.134931,2.548033
0.010000,0.131443,2.567265
0.011000,0.131139,2.557060
0.012000,0.128164,2.549032
0.013000,0.132096,2.590284
0.014000,0.127013,2.548905
0.015000,0.126758,2.572849
0.016000,0.129523,2.544638
0.017000,0.131170,2.573435
0.018000,0.126776,2.582783
0.019000,0.125268,2.570166
0.020000,0.128993,2.566332
0.021000,0.126880,2.575731
0.022000,0.129971,2.567840
0.023000,0.132073,2.572379
0.024000,0.127999,2.546796
0.025000,0.132422,2.543411
0.026000,0.126564,2.554284
0.027000,0.126171,2.536921
0.028000,0.127904,2.575470
0.029000,0.128610,2.538382
0.030000,0.129788,2.582654
0.031000,0.129114,2.565654
0.032000,0.129599,2.562597
0.033000,0.128842,2.540631
0.034000,0.124451,2.549346
0.035000,0.128371,2.558887
0.036000,0.128546,2.572835
0.037000,0.127538,2.529914
0.038000,0.126213,2.575215
0.039000,0.132670,2.581166
0.040000,0.124378,2.551307
0.041000,0.124692,2.568101
0.042000,0.128087,2.587429
0.043000,0.127881,2.575647
0.044000,0.134612,2.588113
0.045000,0.131488,2.562009
0.046000,0.131366,2.581826
0.047000,0.131035,2.559306
0.048000,0.133342,2.560905
0.049000,0.130651,2.560434
0.050000,0.125876,2.578437
0.051000,0.130377,2.545588
0.052000,0.135444,2.553334
0.053000,0.127050,2.589363
0.054000,0.126940,2.557501
0.055000,0.126789,2.568557
0.056000,0.129634,2.548035
0.057000,0.126279,2.551174
0.058000,0.134100,2.535550
0.059000,0.127579,2.554206
0.060000,0.129802,2.566143
0.061000,0.127969,2.561288
0.062000,0.130979,2.538218
0.063000,0.126227,2.574606
0.064000,0.128491,2.566401
0.065000,0.124530,2.573102
0.066000,0.130377,2.555905
0.067000,0.126927,2.548582
0.068000,0.130732,2.582482
0.069000,0.123695,2.583495
0.070000,0.127846,2.598763
0.071000,0.126660,2.564010
0.072000,0.131118,2.548797
0.073000,0.126768,2.579446
0.074000,0.126398,2.598381
0.075000,0.129848,2.544412
0.076000,0.124455,2.554215
0.077000,0.136564,2.566750
0.078000,0.126463,2.557569
0.079000,0.129927,2.566974
0.080000,0.130396,2.542104
0.081000,0.133901,2.545082
0.082000,0.127740,2.573259
0.083000,0.123579,2.568644
0.084000,0.126589,2.569258
0.085000,0.133873,2.580083
0.086000,0.127253,2.554555
0.087000,0.131770,2.542997
0.088000,0.124918,2.565309
0.089000,0.128698,2.570706
0.090000,0.128318,2.574141
0.091000,0.122579,2.539848
0.092000,0.132847,2.580374
0.093000,0.125471,2.581575
0.094000,0.131066,2.563217
0.095000,0.125998,2.536509
0.096000,0.130417,2.550223
0.097000,0.122800,2.554654
0.098000,0.125122,2.557355
0.099000,0.122680,2.579386
0.100000,0.127059,2.578642
0.101000,0.131278,2.561419
0.102000,0.129961,2.567097
0.103000,0.130893,2.559091
0.104000,0.130111,2.574140
0.105000,0.132244,2.537139
0.106000,0.125930,2.558059
0.107000,0.134676,2.579605
0.108000,0.122660,2.562227
0.109000,0.124215,2.569900
0.110000,0.127028,2.558414
0.111000,0.130075,2.570155
0.112000,0.126036,2.567163
0.113000,0.127913,2.557219
0.114000,0.126274,2.536557
0.115000,0.133065,2.587067
0.116000,0.123505,2.566394
0.117000,0.125925,2.575738
0.118000,0.127771,2.574778
0.119000,0.125364,2.567110
0.120000,0.130035,2.560195
0.121000,0.131308,2.552420
0.122000,0.126955,2.558086
0.123000,0.129605,2.566555
0.124000,0.132286,2.575607
0.125000,0.130470,2.568824
0.126000,0.131569,2.525471
0.127000,0.127597,2.543289
0.128000,0.127085,2.537353
0.129000,0.128132,2.552462
0.130000,0.130082,2.579156
0.131000,0.128264,2.541982
0.132000,0.127153,2.572504
0.133000,0.127284,2.568804
0.134000,0.129355,2.563989
0.135000,0.133982,2.576550
0.136000,0.131383,2.585665
0.137000,0.130451,2.589313
0.138000,0.134399,2.591333
0.139000,0.130158,2.590371
0.140000,0.127696,2.552600
0.141000,0.129324,2.573881
0.142000,0.127746,2.564715
0.143000,0.131517,2.591742
0.144000,0.125978,2.563391
0.145000,0.129405,2.550477
0.146000,0.129330,2.564387
0.147000,0.129027,2.556070
0.148000,0.126222,2.532428
0.149000,0.125413,2.549317
0.150000,0.130476,2.548187
0.151000,0.125800,2.550146
0.152000,0.125438,2.544085
0.153000,0.122054,2.564440
0.154000,0.124397,2.546185
0.155000,0.128101,2.595785
0.156000,0.122105,2.567219
0.157000,0.122177,2.579562
0.158000,0.125732,2.582359
0.159000,0.124715,2.566344
0.160000,0.125907,2.579233
0.161000,0.128074,2.583458
0.162000,0.131064,2.553994
0.163000,0.129742,2.603573
0.164000,0.127159,2.534748
0.165000,0.128728,2.555921
0.166000,0.124664,2.564367
0.167000,0.131205,2.573204
0.168000,0.125325,2.553013
0.169000,0.125442,2.557706
0.170000,0.129938,2.524162
0.171000,0.130931,2.585151
0.172000,0.124032,2.563698
0.173000,0.129236,2.558372
0.174000,0.126731,2.557819
0.175000,0.127698,2.541926
0.176000,0.130364,2.548164
0.177000,0.129909,2.563147
0.178000,0.124823,2.569526
0.179000,0.127297,2.562600
0.180000,0.133423,2.549091
0.181000,0.128416,2.574579
0.182000,0.127480,2.549388
0.183000,0.132328,2.570852
0.184000,0.126232,2.565900
0.185000,0.127564,2.574675
0.186000,0.127097,2.557860
0.187000,0.125433,2.577510
0.188000,0.129139,2.546105
0.189000,0.129617,2.557425
0.190000,0.130263,2.535613
0.191000,0.127779,2.568174
0.192000,0.126151,2.587393
0.193000,0.131708,2.558959
0.194000,0.132015,2.578688
0.195000,0.126937,2.565418
0.196000,0.129228,2.568472
0.197000,0.127114,2.566531
0.198000,0.128657,2.544553
0.199000,0.128150,2.561002
0.200000,0.131260,2.579990
0.201000,0.120055,2.551406
0.202000,0.127581,2.566038
0.203000,0.127704,2.546344
0.204000,0.127833,2.584705
0.205000,0.128760,2.560860
0.206000,0.128611,2.573644
0.207000,0.130020,2.556073
0.208000,0.133871,2.567068
0.209000,0.126710,2.562479
0.210000,0.127649,2.582756
0.211000,0.128951,2.569327
0.212000,0.124937,2.543496
0.213000,0.130692,2.552758
0.214000,0.132158,2.558595
0.215000,0.131604,2.565883
0.216000,0.129868,2.545046
0.217000,0.129309,2.556471
0.218000,0.133577,2.554664
0.219000,0.132915,2.572772
0.220000,0.125935,2.566599
0.221000,0.130129,2.550526
0.222000,0.129439,2.543397
0.223000,0.131098,2.581061
0.224000,0.130589,2.544805
0.225000,0.129147,2.566933
0.226000,0.131217,2.574675
0.227000,0.127859,2.553584
0.228000,0.123941,2.605052
0.229000,0.129951,2.568125
0.230000,0.126986,2.574926
0.231000,0.128200,2.559555
0.232000,0.130488,2.558522
0.233000,0.125947,2.584312
0.234000,0.128993,2.556663
0.235000,0.126479,2.540834
0.236000,0.130195,2.556389
0.237000,0.130082,2.546317
0.238000,0.129852,2.545630
0.239000,0.128265,2.564100
0.240000,0.126460,2.553084
0.241000,0.131693,2.545227
0.242000,0.120355,2.570361
0.243000,0.128512,2.573029
0.244000,0.128484,2.567780
0.245000,0.124049,2.555986
0.246000,0.122663,2.555358
0.247000,0.128321,2.551001
0.248000,0.131278,2.565541
0.249000,0.129080,2.559345
0.250000,0.127220,2.585502
0.251000,0.122487,2.564134
0.252000,0.135136,2.567197
0.253000,0.133413,2.575535
0.254000,0.123866,2.553734
0.255000,0.126499,2.589068
0.256000,0.132568,2.584512
0.257000,0.125274,2.559379
0.258000,0.125052,2.565604
0.259000,0.131069,2.563987
0.260000,0.127113,2.563303
0.261000,0.128355,2.572811
0.262000,0.128519,2.557508
