Time (s),Channel 1 (V)
0.000000000000000000e+00,2.103375745487989334e+00
5.000000000000000278e-02,2.114074818613137285e+00
1.000000000000000056e-01,2.100905849069017339e+00
1.500000000000000222e-01,2.106439387932768526e+00
2.000000000000000111e-01,2.079498278989690085e+00
2.500000000000000000e-01,2.099512815980698832e+00
3.000000000000000444e-01,2.091567697297071593e+00
3.500000000000000333e-01,2.087811869395763686e+00
4.000000000000000222e-01,2.091218476330712672e+00
4.500000000000000111e-01,2.096658765592991802e+00
5.000000000000000000e-01,2.109159025423560152e+00
5.500000000000000444e-01,2.086736072822604537e+00
6.000000000000000888e-01,2.100306314925944218e+00
6.500000000000000222e-01,2.095158305666664500e+00
7.000000000000000666e-01,2.096723269056380623e+00
7.500000000000000000e-01,2.110027578253045988e+00
8.000000000000000444e-01,2.105381154370039365e+00
8.500000000000000888e-01,2.113373981074427643e+00
9.000000000000000222e-01,2.098454943207501255e+00
9.500000000000000666e-01,2.093040573883293121e+00
1.000000000000000000e+00,2.097761411831195133e+00
1.050000000000000044e+00,2.102424967912712273e+00
1.100000000000000089e+00,2.101765733584536999e+00
1.150000000000000133e+00,2.089156119277666424e+00
1.200000000000000178e+00,2.100904897816278982e+00
1.250000000000000000e+00,2.102282283301389221e+00
1.300000000000000044e+00,2.125174740375339155e+00
1.350000000000000089e+00,2.118768446112816672e+00
1.400000000000000133e+00,2.091467566494412011e+00
1.450000000000000178e+00,2.097126166384508217e+00
1.500000000000000000e+00,2.085365579981630191e+00
1.550000000000000044e+00,2.094092929860365437e+00
1.600000000000000089e+00,2.103156050035903668e+00
1.650000000000000133e+00,2.112058536208882398e+00
1.700000000000000178e+00,2.092709161622563929e+00
1.750000000000000000e+00,2.093458535599322268e+00
1.800000000000000044e+00,2.078527109702613451e+00
1.850000000000000089e+00,2.098373340794550845e+00
1.900000000000000133e+00,2.089375855881404398e+00
1.950000000000000178e+00,2.094705605726339570e+00
2.000000000000000000e+00,2.091231392218324103e+00
2.050000000000000266e+00,2.099057374457474534e+00
2.100000000000000089e+00,2.082422716086433923e+00
2.149999999999999911e+00,2.085329547546090012e+00
2.200000000000000178e+00,2.121292471120283185e+00
2.250000000000000000e+00,2.087125774187259974e+00
2.300000000000000266e+00,2.089032144215453801e+00
2.350000000000000089e+00,2.118369135283213023e+00
2.400000000000000355e+00,2.129050671692404251e+00
2.450000000000000178e+00,2.088284333711746488e+00
2.500000000000000000e+00,2.096317510432119668e+00
2.550000000000000266e+00,2.103415555509405177e+00
2.600000000000000089e+00,2.117286976444055835e+00
2.650000000000000355e+00,2.090131429215717596e+00
2.700000000000000178e+00,2.097547221540578821e+00
2.750000000000000000e+00,2.107773375760617629e+00
2.800000000000000266e+00,2.104347660744666282e+00
2.850000000000000089e+00,2.096238439287699151e+00
2.900000000000000355e+00,2.098661770354839806e+00
2.950000000000000178e+00,2.086251041916300064e+00
3.000000000000000000e+00,2.097618262560253299e+00
3.050000000000000266e+00,2.097336125099910742e+00
3.100000000000000089e+00,2.102321698896262525e+00
3.150000000000000355e+00,2.094446727811809961e+00
3.200000000000000178e+00,2.104715385225451652e+00
3.250000000000000000e+00,2.110127158178198403e+00
3.300000000000000266e+00,2.101554293276684859e+00
3.350000000000000089e+00,2.103517564083992042e+00
3.400000000000000355e+00,2.100531553475778690e+00
3.450000000000000178e+00,2.100000843930914129e+00
3.500000000000000000e+00,2.092784419664571516e+00
3.550000000000000266e+00,2.103164942616733146e+00
3.600000000000000089e+00,2.099027134015865048e+00
3.650000000000000355e+00,2.120931683089306130e+00
3.700000000000000178e+00,2.115733549024752413e+00
3.750000000000000000e+00,2.103858465525564991e+00
3.800000000000000266e+00,2.092369427903052248e+00
3.850000000000000089e+00,2.088875885280165878e+00
3.900000000000000355e+00,2.111911429530888729e+00
3.950000000000000178e+00,2.102627492251471608e+00
4.000000000000000000e+00,2.104801434033916063e+00
4.049999999999999822e+00,2.082554140130258080e+00
4.100000000000000533e+00,2.109274384815581715e+00
4.150000000000000355e+00,2.104544203382143763e+00
4.200000000000000178e+00,2.088895693155855326e+00
4.250000000000000000e+00,2.095284751925500455e+00
4.299999999999999822e+00,2.102637172043565261e+00
4.350000000000000533e+00,2.100524667983562743e+00
4.400000000000000355e+00,2.097078288141964730e+00
4.450000000000000178e+00,2.098965117319340656e+00
4.500000000000000000e+00,2.097480226217931065e+00
4.549999999999999822e+00,2.101525625121024810e+00
4.600000000000000533e+00,2.114714919729931530e+00
4.650000000000000355e+00,2.074333415590686958e+00
4.700000000000000178e+00,2.097631497354903285e+00
4.750000000000000000e+00,2.101765124213724523e+00
4.800000000000000711e+00,2.102959939896871244e+00
4.850000000000000533e+00,2.096280854186787224e+00
4.900000000000000355e+00,2.082432782175214214e+00
4.950000000000000178e+00,2.103279954837141030e+00
