# Time (s),Channel 1 (V)
0.000000000000000000e+00,1.371051612952910226e+00
1.000000000000000021e-03,1.369784373248186693e+00
2.000000000000000042e-03,1.370149998246005252e+00
3.000000000000000062e-03,1.371195333910411263e+00
4.000000000000000083e-03,1.371115567419345815e+00
5.000000000000000104e-03,1.369444650413945697e+00
6.000000000000000125e-03,1.369177353389051888e+00
7.000000000000000146e-03,1.369229950709776267e+00
8.000000000000000167e-03,1.368115477892532184e+00
8.999999999999999320e-03,1.370831935889980313e+00
1.000000000000000021e-02,1.369896435078597818e+00
1.099999999999999936e-02,1.369871060012359809e+00
1.200000000000000025e-02,1.370576918749847772e+00
1.299999999999999940e-02,1.371954469137758981e+00
1.400000000000000029e-02,1.368751547619277753e+00
1.499999999999999944e-02,1.369904774381103696e+00
1.600000000000000033e-02,1.369665669504277261e+00
1.700000000000000122e-02,1.368943978562917163e+00
1.799999999999999864e-02,1.367951237588252544e+00
1.899999999999999953e-02,1.370573645706235189e+00
2.000000000000000042e-02,1.368988165855713035e+00
2.100000000000000130e-02,1.370375689438256384e+00
2.199999999999999872e-02,1.369138260943644214e+00
2.299999999999999961e-02,1.369167338287633928e+00
2.400000000000000050e-02,1.369630697468731340e+00
2.500000000000000139e-02,1.369891988470563371e+00
2.599999999999999881e-02,1.370068817072587430e+00
2.699999999999999969e-02,1.369784772798296579e+00
2.800000000000000058e-02,1.368671357473374428e+00
2.900000000000000147e-02,1.368197187983226648e+00
2.999999999999999889e-02,1.368564167412472887e+00
3.099999999999999978e-02,1.369903408392096678e+00
3.200000000000000067e-02,1.369122689650520641e+00
3.300000000000000155e-02,1.370920030435763159e+00
3.400000000000000244e-02,1.369861804223178936e+00
3.500000000000000333e-02,1.371219759227384261e+00
3.599999999999999728e-02,1.368657330414947193e+00
3.699999999999999817e-02,1.369292015328551715e+00
3.799999999999999906e-02,1.368317270346623760e+00
3.899999999999999994e-02,1.369797780551747612e+00
4.000000000000000083e-02,1.370344358599824730e+00
4.100000000000000172e-02,1.369834915543834075e+00
4.200000000000000261e-02,1.369824189312148111e+00
4.299999999999999656e-02,1.369384753290451284e+00
4.399999999999999745e-02,1.367673710136261267e+00
4.499999999999999833e-02,1.369900921252409143e+00
4.599999999999999922e-02,1.370653892907680360e+00
4.700000000000000011e-02,1.368889624975441199e+00
4.800000000000000100e-02,1.371996052507706620e+00
4.900000000000000189e-02,1.370346076649837208e+00
5.000000000000000278e-02,1.368661479919140334e+00
5.099999999999999672e-02,1.369391221200433328e+00
5.199999999999999761e-02,1.369709900909958256e+00
5.299999999999999850e-02,1.370402041033484952e+00
5.399999999999999939e-02,1.370374246371611093e+00
5.500000000000000028e-02,1.369297179911537210e+00
5.600000000000000117e-02,1.369484480682615191e+00
5.700000000000000205e-02,1.369920478794110830e+00
5.800000000000000294e-02,1.369730616160976355e+00
5.899999999999999689e-02,1.370942095372709391e+00
5.999999999999999778e-02,1.370093693286812853e+00
6.099999999999999867e-02,1.371339094551638826e+00
6.199999999999999956e-02,1.368113331064898519e+00
6.300000000000000044e-02,1.369089729034373537e+00
6.400000000000000133e-02,1.369668740541997165e+00
6.500000000000000222e-02,1.368646173846906233e+00
6.600000000000000311e-02,1.368919323953086575e+00
6.700000000000000400e-02,1.370903099441068029e+00
6.800000000000000488e-02,1.371501603684587289e+00
6.900000000000000577e-02,1.370107217948867362e+00
7.000000000000000666e-02,1.368935922086901291e+00
7.099999999999999367e-02,1.371003652431816544e+00
7.199999999999999456e-02,1.369204701388625267e+00
7.299999999999999545e-02,1.368852507621978409e+00
7.399999999999999634e-02,1.368076464258394909e+00
7.499999999999999722e-02,1.370407787275274458e+00
7.599999999999999811e-02,1.370765470415693743e+00
7.699999999999999900e-02,1.369752460256368654e+00
7.799999999999999989e-02,1.370476518361729124e+00
7.900000000000000078e-02,1.368527800521291748e+00
8.000000000000000167e-02,1.368457294194171503e+00
8.100000000000000255e-02,1.370525580764545781e+00
8.200000000000000344e-02,1.369459580314500213e+00
8.300000000000000433e-02,1.370423531072253009e+00
8.400000000000000522e-02,1.369304549870167698e+00
8.500000000000000611e-02,1.369062476634699044e+00
8.599999999999999312e-02,1.369332990648780779e+00
8.699999999999999400e-02,1.369622712892646144e+00
8.799999999999999489e-02,1.369116205271317499e+00
8.899999999999999578e-02,1.369687390187672715e+00
8.999999999999999667e-02,1.369364745996662247e+00
9.099999999999999756e-02,1.370199519788866116e+00
9.199999999999999845e-02,1.371476791278230634e+00
9.299999999999999933e-02,1.369871690404478315e+00
9.400000000000000022e-02,1.367548788693290440e+00
9.500000000000000111e-02,1.369617606880013438e+00
9.600000000000000200e-02,1.372012144580006199e+00
9.700000000000000289e-02,1.370035303860483555e+00
9.800000000000000377e-02,1.369147743274430118e+00
9.900000000000000466e-02,1.369340535925488433e+00
1.000000000000000056e-01,1.369681687902261746e+00
1.010000000000000064e-01,1.368315632849058883e+00
1.019999999999999934e-01,1.369463576866790877e+00
1.029999999999999943e-01,1.369210696346417455e+00
1.039999999999999952e-01,1.369848339191598097e+00
1.049999999999999961e-01,1.369805017369819966e+00
1.059999999999999970e-01,1.369207632675521813e+00
1.069999999999999979e-01,1.369910108741109411e+00
1.079999999999999988e-01,1.370994640197617631e+00
1.089999999999999997e-01,1.368426216254196692e+00
1.100000000000000006e-01,1.370073002030391507e+00
1.110000000000000014e-01,1.370705634020126684e+00
1.120000000000000023e-01,1.369793079177256123e+00
1.130000000000000032e-01,1.367956237643604522e+00
1.140000000000000041e-01,1.370810517859300637e+00
1.150000000000000050e-01,1.368837598375424403e+00
1.160000000000000059e-01,1.369384054557690078e+00
1.170000000000000068e-01,1.369365260291986353e+00
1.179999999999999938e-01,1.370203541025000860e+00
1.189999999999999947e-01,1.368528180971111397e+00
1.199999999999999956e-01,1.367860264611728160e+00
1.209999999999999964e-01,1.371150231873976999e+00
1.219999999999999973e-01,1.370582712436066108e+00
1.229999999999999982e-01,1.369237733782058264e+00
1.239999999999999991e-01,1.368988364074748221e+00
1.250000000000000000e-01,1.369646987590652287e+00
1.260000000000000009e-01,1.370411530317359627e+00
1.270000000000000018e-01,1.368927773860877384e+00
1.280000000000000027e-01,1.369984352751574042e+00
1.290000000000000036e-01,1.369490250224453698e+00
1.300000000000000044e-01,1.368894393341599791e+00
1.310000000000000053e-01,1.371541843905576874e+00
1.320000000000000062e-01,1.370363022075828274e+00
1.330000000000000071e-01,1.370027620750055464e+00
1.340000000000000080e-01,1.369948177877545303e+00
1.350000000000000089e-01,1.368560010236266278e+00
1.360000000000000098e-01,1.370815403736314497e+00
1.370000000000000107e-01,1.370943494474906155e+00
1.380000000000000115e-01,1.369511300736168780e+00
1.390000000000000124e-01,1.369333725984037242e+00
1.400000000000000133e-01,1.371473945629673619e+00
1.409999999999999865e-01,1.368295617524078800e+00
1.419999999999999873e-01,1.369393986791305418e+00
1.429999999999999882e-01,1.370082187228955917e+00
1.439999999999999891e-01,1.370722500985298353e+00
1.449999999999999900e-01,1.369715914904381160e+00
1.459999999999999909e-01,1.369031092794464000e+00
1.469999999999999918e-01,1.368912815626478263e+00
1.479999999999999927e-01,1.368417933987569057e+00
1.489999999999999936e-01,1.369342436036147470e+00
1.499999999999999944e-01,1.369462089090565993e+00
1.509999999999999953e-01,1.369441593027574733e+00
1.519999999999999962e-01,1.370820104307910237e+00
1.529999999999999971e-01,1.370269051635466528e+00
1.539999999999999980e-01,1.368965730300881090e+00
1.549999999999999989e-01,1.370416659865014486e+00
1.559999999999999998e-01,1.368518410363687376e+00
1.570000000000000007e-01,1.370383528775159121e+00
1.580000000000000016e-01,1.367996994855850579e+00
1.590000000000000024e-01,1.369242440023760388e+00
1.600000000000000033e-01,1.371704387392208346e+00
1.610000000000000042e-01,1.370061971919658506e+00
1.620000000000000051e-01,1.366462006322601175e+00
1.630000000000000060e-01,1.371879209003511457e+00
1.640000000000000069e-01,1.371215136068020035e+00
1.650000000000000078e-01,1.369867078673047800e+00
1.660000000000000087e-01,1.369115837031630090e+00
1.670000000000000095e-01,1.370648463816299234e+00
1.680000000000000104e-01,1.369566412575332404e+00
1.690000000000000113e-01,1.369246437938508310e+00
1.700000000000000122e-01,1.367887088342830015e+00
1.710000000000000131e-01,1.367434679378387363e+00
1.719999999999999862e-01,1.369076022704956319e+00
1.729999999999999871e-01,1.368354682705993142e+00
1.739999999999999880e-01,1.368952454592847312e+00
1.749999999999999889e-01,1.369887857678059095e+00
1.759999999999999898e-01,1.368897807856609194e+00
1.769999999999999907e-01,1.369207442833963784e+00
1.779999999999999916e-01,1.368538341111604550e+00
1.789999999999999925e-01,1.369045470208402060e+00
1.799999999999999933e-01,1.370524395361513159e+00
1.809999999999999942e-01,1.369582350974196672e+00
1.819999999999999951e-01,1.370957591937850051e+00
1.829999999999999960e-01,1.369869183084410302e+00
1.839999999999999969e-01,1.367995188600941825e+00
1.849999999999999978e-01,1.367639665014105166e+00
1.859999999999999987e-01,1.370150638708007129e+00
1.869999999999999996e-01,1.371189564572688591e+00
1.880000000000000004e-01,1.369472509598101073e+00
1.890000000000000013e-01,1.368886564448238863e+00
1.900000000000000022e-01,1.371919723383032697e+00
1.910000000000000031e-01,1.370817061319149266e+00
1.920000000000000040e-01,1.369900543308446794e+00
1.930000000000000049e-01,1.370657828827293923e+00
1.940000000000000058e-01,1.370141703355557850e+00
1.950000000000000067e-01,1.369692123160879627e+00
1.960000000000000075e-01,1.369929069157602486e+00
1.970000000000000084e-01,1.371385331289773690e+00
1.980000000000000093e-01,1.368830260359770845e+00
1.990000000000000102e-01,1.369772222910797144e+00
2.000000000000000111e-01,1.369407103491979472e+00
2.010000000000000120e-01,1.365945745858621718e+00
2.020000000000000129e-01,1.370544328799217615e+00
2.030000000000000138e-01,1.370686649712641092e+00
2.039999999999999869e-01,1.370775532904993099e+00
2.049999999999999878e-01,1.371255254343067165e+00
2.059999999999999887e-01,1.368273853986392119e+00
2.069999999999999896e-01,1.369378808575449025e+00
2.079999999999999905e-01,1.370818809255912596e+00
2.089999999999999913e-01,1.369938007929195400e+00
2.099999999999999922e-01,1.370736477685768673e+00
2.109999999999999931e-01,1.370711087205368717e+00
2.119999999999999940e-01,1.368378673162308434e+00
2.129999999999999949e-01,1.369223070526976116e+00
2.139999999999999958e-01,1.370555478109909853e+00
2.149999999999999967e-01,1.369761998348465681e+00
2.159999999999999976e-01,1.370118125699850475e+00
2.169999999999999984e-01,1.369708242114076047e+00
2.179999999999999993e-01,1.368820395023361502e+00
2.190000000000000002e-01,1.370163803030593597e+00
2.200000000000000011e-01,1.368375533217496720e+00
2.210000000000000020e-01,1.368825184718245991e+00
2.220000000000000029e-01,1.368823855772583142e+00
2.230000000000000038e-01,1.369796318930456946e+00
2.240000000000000047e-01,1.368858489584656279e+00
2.250000000000000056e-01,1.371099423020159414e+00
2.260000000000000064e-01,1.368240957025477877e+00
2.270000000000000073e-01,1.368876792845044710e+00
2.280000000000000082e-01,1.369552451523815995e+00
2.290000000000000091e-01,1.368907609419256266e+00
2.300000000000000100e-01,1.370315289557982430e+00
2.310000000000000109e-01,1.371319324448891486e+00
2.320000000000000118e-01,1.370729219642006225e+00
2.330000000000000127e-01,1.369802345608081451e+00
2.340000000000000135e-01,1.368379881943198484e+00
2.349999999999999867e-01,1.370024593592781059e+00
2.359999999999999876e-01,1.370174173655609229e+00
2.369999999999999885e-01,1.370241475101713791e+00
2.379999999999999893e-01,1.371962323162007280e+00
2.389999999999999902e-01,1.368920439828742897e+00
2.399999999999999911e-01,1.371121502647808743e+00
2.409999999999999920e-01,1.368506825324555809e+00
2.419999999999999929e-01,1.368800519213813516e+00
2.429999999999999938e-01,1.370957802896291655e+00
2.439999999999999947e-01,1.369223145734149938e+00
2.449999999999999956e-01,1.371951232313909363e+00
2.459999999999999964e-01,1.370321683208717500e+00
2.469999999999999973e-01,1.370572663836345129e+00
2.479999999999999982e-01,1.370110742603756648e+00
2.489999999999999991e-01,1.370860634336707351e+00
2.500000000000000000e-01,1.370248455518133790e+00
2.510000000000000009e-01,1.369202567424233630e+00
2.520000000000000018e-01,1.368864507266989161e+00
2.530000000000000027e-01,1.368896856813311746e+00
2.540000000000000036e-01,1.369565368702696295e+00
2.550000000000000044e-01,1.370939105452631868e+00
2.560000000000000053e-01,1.369556128940362605e+00
2.570000000000000062e-01,1.369204327067911731e+00
2.580000000000000071e-01,1.369722933062731185e+00
2.590000000000000080e-01,1.369808306735544878e+00
2.600000000000000089e-01,1.369422072326386575e+00
2.610000000000000098e-01,1.371094770273454833e+00
2.620000000000000107e-01,1.370073334677042398e+00
2.630000000000000115e-01,1.370987758159014636e+00
2.640000000000000124e-01,1.370210662595854112e+00
2.650000000000000133e-01,1.370466494029250359e+00
2.660000000000000142e-01,1.369168577354630045e+00
2.670000000000000151e-01,1.370201934087996953e+00
2.680000000000000160e-01,1.371485608040878157e+00
2.690000000000000169e-01,1.369689450170308076e+00
2.700000000000000178e-01,1.369333979852837446e+00
2.710000000000000187e-01,1.369837476506416518e+00
2.720000000000000195e-01,1.370058277808323677e+00
2.730000000000000204e-01,1.370377002664349808e+00
2.740000000000000213e-01,1.369987241144575929e+00
2.750000000000000222e-01,1.370821451741885300e+00
2.760000000000000231e-01,1.368779309200165439e+00
2.770000000000000240e-01,1.369698167333560423e+00
2.780000000000000249e-01,1.370618619589739406e+00
2.790000000000000258e-01,1.371613906919252557e+00
2.800000000000000266e-01,1.369284099764933593e+00
2.810000000000000275e-01,1.369294394671715098e+00
2.819999999999999729e-01,1.371070254759075402e+00
2.829999999999999738e-01,1.370068621578940382e+00
2.839999999999999747e-01,1.368589893814085912e+00
2.849999999999999756e-01,1.370680818284381708e+00
2.859999999999999765e-01,1.370083852643290134e+00
2.869999999999999774e-01,1.372216193573427390e+00
2.879999999999999782e-01,1.371511505198691472e+00
2.889999999999999791e-01,1.369535035011447910e+00
2.899999999999999800e-01,1.367214924102106544e+00
2.909999999999999809e-01,1.368908063917873674e+00
2.919999999999999818e-01,1.367852336689254100e+00
2.929999999999999827e-01,1.370422930980872644e+00
2.939999999999999836e-01,1.371727355256028735e+00
2.949999999999999845e-01,1.369749761192771809e+00
2.959999999999999853e-01,1.368117290996592628e+00
2.969999999999999862e-01,1.368906448908737250e+00
2.979999999999999871e-01,1.371078225661969574e+00
2.989999999999999880e-01,1.370958242129688198e+00
2.999999999999999889e-01,1.370030048077604867e+00
3.009999999999999898e-01,1.370678876475985186e+00
3.019999999999999907e-01,1.370620473414377427e+00
3.029999999999999916e-01,1.369761722618046074e+00
3.039999999999999925e-01,1.370067312072493548e+00
3.049999999999999933e-01,1.368576212462939257e+00
3.059999999999999942e-01,1.368241010134192415e+00
3.069999999999999951e-01,1.370751879919821281e+00
3.079999999999999960e-01,1.369842871940429418e+00
3.089999999999999969e-01,1.369115582413724441e+00
3.099999999999999978e-01,1.367336882086563010e+00
3.109999999999999987e-01,1.369187791351703209e+00
3.119999999999999996e-01,1.368805171293983491e+00
3.130000000000000004e-01,1.370792587363052428e+00
3.140000000000000013e-01,1.368779656042441450e+00
3.150000000000000022e-01,1.369997654511228680e+00
3.160000000000000031e-01,1.370737566649483652e+00
3.170000000000000040e-01,1.369460070052407774e+00
3.180000000000000049e-01,1.368326791702993539e+00
3.190000000000000058e-01,1.369249225276845117e+00
3.200000000000000067e-01,1.369000299629328676e+00
3.210000000000000075e-01,1.371504484347337627e+00
3.220000000000000084e-01,1.369862271933086850e+00
3.230000000000000093e-01,1.371293697819863100e+00
3.240000000000000102e-01,1.368877197245433885e+00
3.250000000000000111e-01,1.369957243627232257e+00
3.260000000000000120e-01,1.369133528102054465e+00
3.270000000000000129e-01,1.370785613519305945e+00
3.280000000000000138e-01,1.370146706189637076e+00
3.290000000000000147e-01,1.370414862486273311e+00
3.300000000000000155e-01,1.370408183397886281e+00
3.310000000000000164e-01,1.369544489155265943e+00
3.320000000000000173e-01,1.371981215282016553e+00
3.330000000000000182e-01,1.368808276604224217e+00
3.340000000000000191e-01,1.368326891819900748e+00
3.350000000000000200e-01,1.368911019142672325e+00
3.360000000000000209e-01,1.370142313098306586e+00
3.370000000000000218e-01,1.369353461447323062e+00
3.380000000000000226e-01,1.369968519180768229e+00
3.390000000000000235e-01,1.369034177451253775e+00
3.400000000000000244e-01,1.369530837718734073e+00
3.410000000000000253e-01,1.369938005876480291e+00
3.420000000000000262e-01,1.369982493527747591e+00
3.430000000000000271e-01,1.370251571632758569e+00
3.439999999999999725e-01,1.369844037236364054e+00
3.449999999999999734e-01,1.370056461319747676e+00
3.459999999999999742e-01,1.369632800797013772e+00
3.469999999999999751e-01,1.369379381817329211e+00
3.479999999999999760e-01,1.369486699737708202e+00
3.489999999999999769e-01,1.367507071580227329e+00
3.499999999999999778e-01,1.370145769205077801e+00
3.509999999999999787e-01,1.371022447948428535e+00
3.519999999999999796e-01,1.370695662591993713e+00
3.529999999999999805e-01,1.368290425893271545e+00
3.539999999999999813e-01,1.369888960657192900e+00
3.549999999999999822e-01,1.370785677836932503e+00
3.559999999999999831e-01,1.372292911850075958e+00
3.569999999999999840e-01,1.370369957545564565e+00
3.579999999999999849e-01,1.370656193479454554e+00
3.589999999999999858e-01,1.370536084565601165e+00
3.599999999999999867e-01,1.368809929837516259e+00
3.609999999999999876e-01,1.370069631416520384e+00
3.619999999999999885e-01,1.370665717498982694e+00
3.629999999999999893e-01,1.368962552247656284e+00
3.639999999999999902e-01,1.369570682691857888e+00
3.649999999999999911e-01,1.370110288503408658e+00
3.659999999999999920e-01,1.371214726610851864e+00
3.669999999999999929e-01,1.371548222346535395e+00
3.679999999999999938e-01,1.368689238110248452e+00
3.689999999999999947e-01,1.371853953736232423e+00
3.699999999999999956e-01,1.370068480246020348e+00
3.709999999999999964e-01,1.369835534171404579e+00
3.719999999999999973e-01,1.368757402409235047e+00
3.729999999999999982e-01,1.371073874732949838e+00
3.739999999999999991e-01,1.369616972536973565e+00
3.750000000000000000e-01,1.370663469076375263e+00
3.760000000000000009e-01,1.370164472003448042e+00
3.770000000000000018e-01,1.369407759419599691e+00
3.780000000000000027e-01,1.368903297040232614e+00
3.790000000000000036e-01,1.368265194814788366e+00
3.800000000000000044e-01,1.370691353622912612e+00
3.810000000000000053e-01,1.370581341400499475e+00
